circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,t_Start,t_PC,t_EE,R_EE,C_snubber,R_snubber,R_Branch,L_Branch,Length_Busbar,L_Busbar_per_m,L_Busbar,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RCS.A67B1,MCS,154,0.0007197,7.50E-09,0.067,0.00605,0.05,0,0.2,410.008,0.707,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCS.A67B2,MCS,154,0.0007197,7.50E-09,0.067,0.00603,0.05,0,0.2,410.008,0.719,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCS.A78B1,MCS,154,0.0007197,7.50E-09,0.067,0.00673,0.05,0,0.2,410.008,0.7,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCS.A78B2,MCS,154,0.0007197,7.50E-09,0.067,0.00674,0.05,0,0.2,410.008,0.697,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCS.A81B1,MCS,154,0.0007197,7.50E-09,0.067,0.0071,0.05,0,0.2,410.008,0.676,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCS.A81B2,MCS,154,0.0007197,7.50E-09,0.067,0.0071,0.05,0,0.2,410.008,0.673,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.L3B1,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.01,0.05,0,0.2,580.008,0.678,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.L3B2,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.0101,0.05,0,0.2,580.008,0.672,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.L7B1,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.00399,0.05,0,0.2,580.008,0.675,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.L7B2,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.004,0.05,0,0.2,580.008,0.675,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.R3B1,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.0477,0.05,0,0.2,580.008,0.718,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.R3B2,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.0473,0.05,0,0.2,580.008,0.687,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.R7B1,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.0062,0.05,0,0.2,580.008,0.695,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQ6.R7B2,MQTLH_1AP,6,0.0883,8.10E-09,0.2,0.0062,0.05,0,0.2,580.008,0.683,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.20E+00,3.00E-02,1.00E+01,2.00E+01,5.80E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A12B2,MQS_1AP,4,0.02171,2.00E-09,0.25,0.00401,0.05,0,0.2,450.008,0.693,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A23B1,MQS_1AP,4,0.02171,2.00E-09,0.25,0.00525,0.05,0,0.2,450.008,0.679,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A34B2,MQS_1AP,4,0.02171,2.00E-09,0.25,0.00373,0.05,0,0.2,450.008,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A45B1,MQS_1AP,4,0.02171,2.00E-09,0.25,0.0031,0.05,0,0.2,450.008,0.676,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A56B2,MQS_1AP,4,0.02171,2.00E-09,0.25,0.00373,0.05,0,0.2,450.008,0.671,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A67B1,MQS_1AP,4,0.02171,2.00E-09,0.25,0.0031,0.05,0,0.2,450.008,0.732,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A78B2,MQS_1AP,4,0.02171,2.00E-09,0.25,0.00249,0.05,0,0.2,450.008,0.695,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.A81B1,MQS_1AP,4,0.02171,2.00E-09,0.25,0.00346,0.05,0,0.2,450.008,0.692,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L1B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L2B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L3B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L4B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L5B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L6B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L7B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.L8B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R1B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R2B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R3B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R4B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R5B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R6B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R7B1,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQS.R8B2,MQS_1AP,2,0.02171,2.00E-09,0.25,0.003025,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,2.00E-01,1.00E+01,2.00E+01,4.50E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L1B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L1B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L2B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L2B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L3B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L3B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L4B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L4B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L5B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L5B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L6B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L6B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L7B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L7B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L8B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.L8B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R1B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R1B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R2B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R2B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R3B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R3B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R4B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R4B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R5B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R5B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R6B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R6B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R7B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R7B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R8B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT12.R8B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002489,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L1B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L1B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L2B1,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQT13.L2B2,MQT_1AP,1,0.02171,2.00E-09,0.25,0.002476,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,5.00E+00,1.00E+00,1.00E+01,2.00E+01,1.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
