circuit_name,circuit_family,circuit_types
RQT12.R1B1,600A,['RQT_12_13']
RQT12.R1B2,600A,['RQT_12_13']
RQT12.R2B1,600A,['RQT_12_13']
RQT12.R2B2,600A,['RQT_12_13']
RQT12.R3B1,600A,['RQT_12_13']
RQT12.R3B2,600A,['RQT_12_13']
RQT12.R4B1,600A,['RQT_12_13']
RQT12.R4B2,600A,['RQT_12_13']
RQT12.R5B1,600A,['RQT_12_13']
RQT12.R5B2,600A,['RQT_12_13']
RQT12.R6B1,600A,['RQT_12_13']
RQT12.R6B2,600A,['RQT_12_13']
RQT12.R7B1,600A,['RQT_12_13']
RQT12.R7B2,600A,['RQT_12_13']
RQT12.R8B1,600A,['RQT_12_13']
RQT12.R8B2,600A,['RQT_12_13']
RQT13.L1B1,600A,['RQT_12_13']
RQT13.L1B2,600A,['RQT_12_13']
RQT13.L2B1,600A,['RQT_12_13']
RQT13.L2B2,600A,['RQT_12_13']
RQT13.L3B1,600A,['RQT_12_13']
RQT13.L3B2,600A,['RQT_12_13']
RQT13.L4B1,600A,['RQT_12_13']
RQT13.L4B2,600A,['RQT_12_13']
RQT13.L5B1,600A,['RQT_12_13']
RQT13.L5B2,600A,['RQT_12_13']
RQT13.L6B1,600A,['RQT_12_13']
RQT13.L6B2,600A,['RQT_12_13']
RQT13.L7B1,600A,['RQT_12_13']
RQT13.L7B2,600A,['RQT_12_13']
RQT13.L8B1,600A,['RQT_12_13']
RQT13.L8B2,600A,['RQT_12_13']
RQT13.R1B1,600A,['RQT_12_13']
RQT13.R1B2,600A,['RQT_12_13']
RQT13.R2B1,600A,['RQT_12_13']
RQT13.R2B2,600A,['RQT_12_13']
RQT13.R3B1,600A,['RQT_12_13']
RQT13.R3B2,600A,['RQT_12_13']
RQT13.R4B1,600A,['RQT_12_13']
RQT13.R4B2,600A,['RQT_12_13']
RQT13.R5B1,600A,['RQT_12_13']
RQT13.R5B2,600A,['RQT_12_13']
RQT13.R6B1,600A,['RQT_12_13']
RQT13.R6B2,600A,['RQT_12_13']
RQT13.R7B1,600A,['RQT_12_13']
RQT13.R7B2,600A,['RQT_12_13']
RQT13.R8B1,600A,['RQT_12_13']
RQT13.R8B2,600A,['RQT_12_13']
RQTD.A12B1,600A,['RQT']
RQTD.A12B2,600A,['RQT']
RQTD.A23B1,600A,['RQT']
RQTD.A23B2,600A,['RQT']
RQTD.A34B1,600A,['RQT']
RQTD.A34B2,600A,['RQT']
RQTD.A45B1,600A,['RQT']
RQTD.A45B2,600A,['RQT']
RQTD.A56B1,600A,['RQT']
RQTD.A56B2,600A,['RQT']
RQTD.A67B1,600A,['RQT']
RQTD.A67B2,600A,['RQT']
RQTD.A78B1,600A,['RQT']
RQTD.A78B2,600A,['RQT']
RQTD.A81B1,600A,['RQT']
RQTD.A81B2,600A,['RQT']
RQTF.A12B1,600A,['RQT']
RQTF.A12B2,600A,['RQT']
RQTF.A23B1,600A,['RQT']
RQTF.A23B2,600A,['RQT']
RQTF.A34B1,600A,['RQT']
RQTF.A34B2,600A,['RQT']
RQTF.A45B1,600A,['RQT']
RQTF.A45B2,600A,['RQT']
RQTF.A56B1,600A,['RQT']
RQTF.A56B2,600A,['RQT']
RQTF.A67B1,600A,['RQT']
RQTF.A67B2,600A,['RQT']
RQTF.A78B1,600A,['RQT']
RQTF.A78B2,600A,['RQT']
RQTF.A81B1,600A,['RQT']
RQTF.A81B2,600A,['RQT']
RQTL10.L3B1,600A,['RQTL_7_8_10_11']
RQTL10.L3B2,600A,['RQTL_7_8_10_11']
RQTL10.L7B1,600A,['RQTL_7_8_10_11']
RQTL10.L7B2,600A,['RQTL_7_8_10_11']
RQTL10.R3B1,600A,['RQTL_7_8_10_11']
RQTL10.R3B2,600A,['RQTL_7_8_10_11']
RQTL10.R7B1,600A,['RQTL_7_8_10_11']
RQTL10.R7B2,600A,['RQTL_7_8_10_11']
RQTL11.L1B1,600A,['RQTL_7_8_10_11']
RQTL11.L1B2,600A,['RQTL_7_8_10_11']
RQTL11.L2B1,600A,['RQTL_7_8_10_11']
RQTL11.L2B2,600A,['RQTL_7_8_10_11']
RQTL11.L3B1,600A,['RQTL_7_8_10_11']
RQTL11.L3B2,600A,['RQTL_7_8_10_11']
RQTL11.L4B1,600A,['RQTL_7_8_10_11']
RQTL11.L4B2,600A,['RQTL_7_8_10_11']
RQTL11.L5B1,600A,['RQTL_7_8_10_11']
RQTL11.L5B2,600A,['RQTL_7_8_10_11']
RQTL11.L6B1,600A,['RQTL_7_8_10_11']
RQTL11.L6B2,600A,['RQTL_7_8_10_11']
RQTL11.L7B1,600A,['RQTL_7_8_10_11']
RQTL11.L7B2,600A,['RQTL_7_8_10_11']
RQTL11.L8B1,600A,['RQTL_7_8_10_11']
RQTL11.L8B2,600A,['RQTL_7_8_10_11']
RQTL11.R1B1,600A,['RQTL_7_8_10_11']
RQTL11.R1B2,600A,['RQTL_7_8_10_11']
RQTL11.R2B1,600A,['RQTL_7_8_10_11']
RQTL11.R2B2,600A,['RQTL_7_8_10_11']
RQTL11.R3B1,600A,['RQTL_7_8_10_11']
RQTL11.R3B2,600A,['RQTL_7_8_10_11']
RQTL11.R4B1,600A,['RQTL_7_8_10_11']
RQTL11.R4B2,600A,['RQTL_7_8_10_11']
RQTL11.R5B1,600A,['RQTL_7_8_10_11']
RQTL11.R5B2,600A,['RQTL_7_8_10_11']
RQTL11.R6B1,600A,['RQTL_7_8_10_11']
RQTL11.R6B2,600A,['RQTL_7_8_10_11']
RQTL11.R7B1,600A,['RQTL_7_8_10_11']
RQTL11.R7B2,600A,['RQTL_7_8_10_11']
RQTL11.R8B1,600A,['RQTL_7_8_10_11']
RQTL11.R8B2,600A,['RQTL_7_8_10_11']
RQTL7.L3B1,600A,['RQTL_7_8_10_11']
RQTL7.L3B2,600A,['RQTL_7_8_10_11']
RQTL7.L7B1,600A,['RQTL_7_8_10_11']
RQTL7.L7B2,600A,['RQTL_7_8_10_11']
RQTL7.R3B1,600A,['RQTL_7_8_10_11']
RQTL7.R3B2,600A,['RQTL_7_8_10_11']
RQTL7.R7B1,600A,['RQTL_7_8_10_11']
RQTL7.R7B2,600A,['RQTL_7_8_10_11']
RQTL8.L3B1,600A,['RQTL_7_8_10_11']
RQTL8.L3B2,600A,['RQTL_7_8_10_11']
RQTL8.L7B1,600A,['RQTL_7_8_10_11']
RQTL8.L7B2,600A,['RQTL_7_8_10_11']
RQTL8.R3B1,600A,['RQTL_7_8_10_11']
RQTL8.R3B2,600A,['RQTL_7_8_10_11']
RQTL8.R7B1,600A,['RQTL_7_8_10_11']
RQTL8.R7B2,600A,['RQTL_7_8_10_11']
RQTL9.L3B1,600A,['RQTL9']
RQTL9.L3B2,600A,['RQTL9']
RQTL9.L7B1,600A,['RQTL9']
RQTL9.L7B2,600A,['RQTL9']
RQTL9.R3B1,600A,['RQTL9']
RQTL9.R3B2,600A,['RQTL9']
RQTL9.R7B1,600A,['RQTL9']
RQTL9.R7B2,600A,['RQTL9']
RSD1.A12B1,600A,['RSD_11magnets']
RSD1.A12B2,600A,['RSD_11magnets']
RSD1.A23B1,600A,['RSD_11magnets']
RSD1.A23B2,600A,['RSD_11magnets']
RSD1.A34B1,600A,['RSD_11magnets']
RSD1.A34B2,600A,['RSD_11magnets']
RSD1.A45B1,600A,['RSD_11magnets']
RSD1.A45B2,600A,['RSD_11magnets']
RSD1.A56B1,600A,['RSD_11magnets']
RSD1.A56B2,600A,['RSD_11magnets']
RSD1.A67B1,600A,['RSD_11magnets']
RSD1.A67B2,600A,['RSD_11magnets']
RSD1.A78B1,600A,['RSD_11magnets']
RSD1.A78B2,600A,['RSD_11magnets']
RSD1.A81B1,600A,['RSD_11magnets']
RSD1.A81B2,600A,['RSD_11magnets']
RSD2.A12B1,600A,['RSD_11magnets']
RSD2.A12B2,600A,['RSD_11magnets']
RSD2.A23B1,600A,['RSD_11magnets']
RSD2.A23B2,600A,['RSD_11magnets']
RSD2.A34B1,600A,['RSD_11magnets']
RSD2.A34B2,600A,['RSD_11magnets']
RSD2.A45B1,600A,['RSD_11magnets']
RSD2.A45B2,600A,['RSD_11magnets']
RSD2.A56B1,600A,['RSD_11magnets']
RSD2.A56B2,600A,['RSD_11magnets']
RSD2.A67B1,600A,['RSD_11magnets']
RSD2.A67B2,600A,['RSD_11magnets']
RSD2.A78B1,600A,['RSD_11magnets']
RSD2.A78B2,600A,['RSD_11magnets']
RSD2.A81B1,600A,['RSD_11magnets']
RSD2.A81B2,600A,['RSD_11magnets']
RSF1.A12B1,600A,['RSF_10magnets']
RSF1.A12B2,600A,['RSF_10magnets']
RSF1.A23B1,600A,['RSF_10magnets']
RSF1.A23B2,600A,['RSF_10magnets']
RSF1.A34B1,600A,['RSF_10magnets']
RSF1.A34B2,600A,['RSF_10magnets']
RSF1.A45B1,600A,['RSF_10magnets']
RSF1.A45B2,600A,['RSF_10magnets']
RSF1.A56B1,600A,['RSF_10magnets']
RSF1.A56B2,600A,['RSF_10magnets']
RSF1.A67B1,600A,['RSF_10magnets']
RSF1.A67B2,600A,['RSF_10magnets']
RSF1.A78B1,600A,['RSF_10magnets']
RSF1.A78B2,600A,['RSF_10magnets']
RSF1.A81B1,600A,['RSF_10magnets']
RSF1.A81B2,600A,['RSF_10magnets']
RSF2.A12B1,600A,['RSF_10magnets']
RSF2.A12B2,600A,['RSF_10magnets']
RSF2.A23B1,600A,['RSF_10magnets']
RSF2.A23B2,600A,['RSF_10magnets']
RSF2.A34B1,600A,['RSF_10magnets']
RSF2.A34B2,600A,['RSF_10magnets']
RSF2.A45B1,600A,['RSF_10magnets']
RSF2.A45B2,600A,['RSF_10magnets']
RSF2.A56B1,600A,['RSF_10magnets']
RSF2.A56B2,600A,['RSF_10magnets']
RSF2.A67B1,600A,['RSF_10magnets']
RSF2.A67B2,600A,['RSF_10magnets']
RSF2.A78B1,600A,['RSF_10magnets']
RSF2.A78B2,600A,['RSF_10magnets']
RSF2.A81B1,600A,['RSF_10magnets']
RSF2.A81B2,600A,['RSF_10magnets']
RSS.A12B1,600A,['RSS']
RSS.A12B2,600A,['RSS']
RSS.A23B1,600A,['RSS']
RSS.A23B2,600A,['RSS']
RSS.A34B1,600A,['RSS']
RSS.A34B2,600A,['RSS']
RSS.A45B1,600A,['RSS']
RSS.A45B2,600A,['RSS']
RSS.A56B1,600A,['RSS']
RSS.A56B2,600A,['RSS']
RSS.A67B1,600A,['RSS']
RSS.A67B2,600A,['RSS']
RSS.A78B1,600A,['RSS']
RSS.A78B2,600A,['RSS']
RSS.A81B1,600A,['RSS']
RSS.A81B2,600A,['RSS']
RU.L4,600A,
RU.R4,600A,
ROD.A12B1,600A,['RO_13magnets']
ROD.A12B2,600A,['RO_8magnets']
ROD.A23B1,600A,['RO_8magnets']
ROD.A23B2,600A,['RO_13magnets']
ROD.A34B1,600A,['RO_11magnets']
ROD.A34B2,600A,['RO_8magnets']
ROD.A45B1,600A,['RO_8magnets']
ROD.A45B2,600A,['RO_13magnets']
ROD.A56B1,600A,['RO_13magnets']
ROD.A56B2,600A,['RO_8magnets']
ROD.A67B1,600A,['RO_8magnets']
ROD.A67B2,600A,['RO_13magnets']
ROD.A78B1,600A,['RO_13magnets']
ROD.A78B2,600A,['RO_8magnets']
ROD.A81B1,600A,['RO_8magnets']
ROD.A81B2,600A,['RO_13magnets']
ROF.A12B1,600A,['RO_8magnets']
ROF.A12B2,600A,['RO_13magnets']
ROF.A23B1,600A,['RO_13magnets']
ROF.A23B2,600A,['RO_8magnets']
ROF.A34B1,600A,['RO_8magnets']
ROF.A34B2,600A,['RO_13magnets']
ROF.A45B1,600A,['RO_13magnets']
ROF.A45B2,600A,['RO_8magnets']
ROF.A56B1,600A,['RO_8magnets']
ROF.A56B2,600A,['RO_13magnets']
ROF.A67B1,600A,['RO_13magnets']
ROF.A67B2,600A,['RO_8magnets']
ROF.A78B1,600A,['RO_8magnets']
ROF.A78B2,600A,['RO_13magnets']
ROF.A81B1,600A,['RO_13magnets']
ROF.A81B2,600A,['RO_8magnets']
RCBXV1.L1,600A,['RCBX']
RCBXV1.R1,600A,['RCBX']
RCBXV1.L2,600A,['RCBX']
RCBXV1.R2,600A,['RCBX']
RCBXV1.L5,600A,['RCBX']
RCBXV1.R5,600A,['RCBX']
RCBXV2.L1,600A,['RCBX']
RCBXV2.R1,600A,['RCBX']
RCBXV2.L2,600A,['RCBX']
RCBXV2.R2,600A,['RCBX']
RCBXV2.L5,600A,['RCBX']
RCBXV2.R5,600A,['RCBX']
RCBXV2.L8,600A,['RCBX']
RCBXV2.R8,600A,['RCBX']
RCBXV3.L1,600A,['RCBX']
RCBXV3.R1,600A,['RCBX']
RCBXV3.L2,600A,['RCBX']
RCBXV3.R2,600A,['RCBX']
RCBXV3.L5,600A,['RCBX']
RCBXV3.R5,600A,['RCBX']
RCBXV3.L8,600A,['RCBX']
RCBXV3.R8,600A,['RCBX']
RCBXH1.L1,600A,['RCBX']
RCBXH1.R1,600A,['RCBX']
RCBXH1.L2,600A,['RCBX']
RCBXH1.R2,600A,['RCBX']
RCBXH1.L5,600A,['RCBX']
RCBXH1.R5,600A,['RCBX']
RCBXH2.L1,600A,['RCBX']
RCBXH2.R1,600A,['RCBX']
RCBXH2.L2,600A,['RCBX']
RCBXH2.R2,600A,['RCBX']
RCBXH2.L5,600A,['RCBX']
RCBXH2.R5,600A,['RCBX']
RCBXH2.L8,600A,['RCBX']
RCBXH2.R8,600A,['RCBX']
RCBXH3.L1,600A,['RCBX']
RCBXH3.R1,600A,['RCBX']
RCBXH3.L2,600A,['RCBX']
RCBXH3.R2,600A,['RCBX']
RCBXH3.L5,600A,['RCBX']
RCBXH3.R5,600A,['RCBX']
RCBXH3.L8,600A,['RCBX']
RCBXH3.R8,600A,['RCBX']
RCD.A12B1,600A,"['RCD', 'RCO']"
RCD.A12B2,600A,"['RCD', 'RCO']"
RCD.A23B1,600A,"['RCD', 'RCO']"
RCD.A23B2,600A,"['RCD', 'RCO']"
RCD.A34B1,600A,"['RCD', 'RCO']"
RCD.A34B2,600A,"['RCD', 'RCO']"
RCD.A45B1,600A,"['RCD', 'RCO']"
RCD.A45B2,600A,"['RCD', 'RCO']"
RCD.A56B1,600A,"['RCD', 'RCO']"
RCD.A56B2,600A,"['RCD', 'RCO']"
RCD.A67B1,600A,"['RCD', 'RCO']"
RCD.A67B2,600A,"['RCD', 'RCO']"
RCD.A78B1,600A,"['RCD', 'RCO']"
RCD.A78B2,600A,"['RCD', 'RCO']"
RCD.A81B1,600A,"['RCD', 'RCO']"
RCD.A81B2,600A,"['RCD', 'RCO']"
RCO.A12B1,600A,"['RCD', 'RCO']"
RCO.A12B2,600A,"['RCD', 'RCO']"
RCO.A23B1,600A,"['RCD', 'RCO']"
RCO.A23B2,600A,"['RCD', 'RCO']"
RCO.A34B1,600A,"['RCD', 'RCO']"
RCO.A34B2,600A,"['RCD', 'RCO']"
RCO.A45B1,600A,"['RCD', 'RCO']"
RCO.A45B2,600A,"['RCD', 'RCO']"
RCO.A56B1,600A,"['RCD', 'RCO']"
RCO.A56B2,600A,"['RCD', 'RCO']"
RCO.A67B1,600A,"['RCD', 'RCO']"
RCO.A67B2,600A,"['RCD', 'RCO']"
RCO.A78B1,600A,"['RCD', 'RCO']"
RCO.A78B2,600A,"['RCD', 'RCO']"
RCO.A81B1,600A,"['RCD', 'RCO']"
RCO.A81B2,600A,"['RCD', 'RCO']"
RQSX3.L1,600A,['RQSX3']
RQSX3.L2,600A,['RQSX3']
RQSX3.L5,600A,['RQSX3']
RQSX3.L8,600A,['RQSX3']
RQSX3.R1,600A,['RQSX3']
RQSX3.R2,600A,['RQSX3']
RQSX3.R5,600A,['RQSX3']
RQSX3.R8,600A,['RQSX3']
RCBH11.L1B2,60A,['RCB']
RCBH11.L2B1,60A,['RCB']
RCBH11.L3B2,60A,['RCB']
RCBH11.L4B1,60A,['RCB']
RCBH11.L5B2,60A,['RCB']
RCBH11.L6B1,60A,['RCB']
RCBH11.L7B2,60A,['RCB']
RCBH11.L8B1,60A,['RCB']
RCBH11.R1B1,60A,['RCB']
RCBH11.R2B2,60A,['RCB']
RCBH11.R3B1,60A,['RCB']
RCBH11.R4B2,60A,['RCB']
RCBH11.R5B1,60A,['RCB']
RCBH11.R6B2,60A,['RCB']
RCBH11.R7B1,60A,['RCB']
RCBH11.R8B2,60A,['RCB']
RCBH12.L1B1,60A,['RCB']
RCBH12.L2B2,60A,['RCB']
RCBH12.L3B1,60A,['RCB']
RCBH12.L4B2,60A,['RCB']
RCBH12.L5B1,60A,['RCB']
RCBH12.L6B2,60A,['RCB']
RCBH12.L7B1,60A,['RCB']
RCBH12.L8B2,60A,['RCB']
RCBH12.R1B2,60A,['RCB']
RCBH12.R2B1,60A,['RCB']
RCBH12.R3B2,60A,['RCB']
RCBH12.R4B1,60A,['RCB']
RCBH12.R5B2,60A,['RCB']
RCBH12.R6B1,60A,['RCB']
RCBH12.R7B2,60A,['RCB']
RCBH12.R8B1,60A,['RCB']
RCBH13.L1B2,60A,['RCB']
RCBH13.L2B1,60A,['RCB']
RCBH13.L3B2,60A,['RCB']
RCBH13.L4B1,60A,['RCB']
RCBH13.L5B2,60A,['RCB']
RCBH13.L6B1,60A,['RCB']
RCBH13.L7B2,60A,['RCB']
RCBH13.L8B1,60A,['RCB']
RCBH13.R1B1,60A,['RCB']
RCBH13.R2B2,60A,['RCB']
RCBH13.R3B1,60A,['RCB']
RCBH13.R4B2,60A,['RCB']
RCBH13.R5B1,60A,['RCB']
RCBH13.R6B2,60A,['RCB']
RCBH13.R7B1,60A,['RCB']
RCBH13.R8B2,60A,['RCB']
RCBH14.L1B1,60A,['RCB']
RCBH14.L2B2,60A,['RCB']
RCBH14.L3B1,60A,['RCB']
RCBH14.L4B2,60A,['RCB']
RCBH14.L5B1,60A,['RCB']
RCBH14.L6B2,60A,['RCB']
RCBH14.L7B1,60A,['RCB']
RCBH14.L8B2,60A,['RCB']
RCBH14.R1B2,60A,['RCB']
RCBH14.R2B1,60A,['RCB']
RCBH14.R3B2,60A,['RCB']
RCBH14.R4B1,60A,['RCB']
RCBH14.R5B2,60A,['RCB']
RCBH14.R6B1,60A,['RCB']
RCBH14.R7B2,60A,['RCB']
RCBH14.R8B1,60A,['RCB']
RCBH15.L1B2,60A,['RCB']
RCBH15.L2B1,60A,['RCB']
RCBH15.L3B2,60A,['RCB']
RCBH15.L4B1,60A,['RCB']
RCBH15.L5B2,60A,['RCB']
RCBH15.L6B1,60A,['RCB']
RCBH15.L7B2,60A,['RCB']
RCBH15.L8B1,60A,['RCB']
RCBH15.R1B1,60A,['RCB']
RCBH15.R2B2,60A,['RCB']
RCBH15.R3B1,60A,['RCB']
RCBH15.R4B2,60A,['RCB']
RCBH15.R5B1,60A,['RCB']
RCBH15.R6B2,60A,['RCB']
RCBH15.R7B1,60A,['RCB']
RCBH15.R8B2,60A,['RCB']
RCBH16.L1B1,60A,['RCB']
RCBH16.L2B2,60A,['RCB']
RCBH16.L3B1,60A,['RCB']
RCBH16.L4B2,60A,['RCB']
RCBH16.L5B1,60A,['RCB']
RCBH16.L6B2,60A,['RCB']
RCBH16.L7B1,60A,['RCB']
RCBH16.L8B2,60A,['RCB']
RCBH16.R1B2,60A,['RCB']
RCBH16.R2B1,60A,['RCB']
RCBH16.R3B2,60A,['RCB']
RCBH16.R4B1,60A,['RCB']
RCBH16.R5B2,60A,['RCB']
RCBH16.R6B1,60A,['RCB']
RCBH16.R7B2,60A,['RCB']
RCBH16.R8B1,60A,['RCB']
RCBH17.L1B2,60A,['RCB']
RCBH17.L2B1,60A,['RCB']
RCBH17.L3B2,60A,['RCB']
RCBH17.L4B1,60A,['RCB']
RCBH17.L5B2,60A,['RCB']
RCBH17.L6B1,60A,['RCB']
RCBH17.L7B2,60A,['RCB']
RCBH17.L8B1,60A,['RCB']
RCBH17.R1B1,60A,['RCB']
RCBH17.R2B2,60A,['RCB']
RCBH17.R3B1,60A,['RCB']
RCBH17.R4B2,60A,['RCB']
RCBH17.R5B1,60A,['RCB']
RCBH17.R6B2,60A,['RCB']
RCBH17.R7B1,60A,['RCB']
RCBH17.R8B2,60A,['RCB']
RCBH18.L1B1,60A,['RCB']
RCBH18.L2B2,60A,['RCB']
RCBH18.L3B1,60A,['RCB']
RCBH18.L4B2,60A,['RCB']
RCBH18.L5B1,60A,['RCB']
RCBH18.L6B2,60A,['RCB']
RCBH18.L7B1,60A,['RCB']
RCBH18.L8B2,60A,['RCB']
RCBH18.R1B2,60A,['RCB']
RCBH18.R2B1,60A,['RCB']
RCBH18.R3B2,60A,['RCB']
RCBH18.R4B1,60A,['RCB']
RCBH18.R5B2,60A,['RCB']
RCBH18.R6B1,60A,['RCB']
RCBH18.R7B2,60A,['RCB']
RCBH18.R8B1,60A,['RCB']
RCBH19.L1B2,60A,['RCB']
RCBH19.L2B1,60A,['RCB']
RCBH19.L3B2,60A,['RCB']
RCBH19.L4B1,60A,['RCB']
RCBH19.L5B2,60A,['RCB']
RCBH19.L6B1,60A,['RCB']
RCBH19.L7B2,60A,['RCB']
RCBH19.L8B1,60A,['RCB']
RCBH19.R1B1,60A,['RCB']
RCBH19.R2B2,60A,['RCB']
RCBH19.R3B1,60A,['RCB']
RCBH19.R4B2,60A,['RCB']
RCBH19.R5B1,60A,['RCB']
RCBH19.R6B2,60A,['RCB']
RCBH19.R7B1,60A,['RCB']
RCBH19.R8B2,60A,['RCB']
RCBH20.L1B1,60A,['RCB']
RCBH20.L2B2,60A,['RCB']
RCBH20.L3B1,60A,['RCB']
RCBH20.L4B2,60A,['RCB']
RCBH20.L5B1,60A,['RCB']
RCBH20.L6B2,60A,['RCB']
RCBH20.L7B1,60A,['RCB']
RCBH20.L8B2,60A,['RCB']
RCBH20.R1B2,60A,['RCB']
RCBH20.R2B1,60A,['RCB']
RCBH20.R3B2,60A,['RCB']
RCBH20.R4B1,60A,['RCB']
RCBH20.R5B2,60A,['RCB']
RCBH20.R6B1,60A,['RCB']
RCBH20.R7B2,60A,['RCB']
RCBH20.R8B1,60A,['RCB']
RCBH21.L1B2,60A,['RCB']
RCBH21.L2B1,60A,['RCB']
RCBH21.L3B2,60A,['RCB']
RCBH21.L4B1,60A,['RCB']
RCBH21.L5B2,60A,['RCB']
RCBH21.L6B1,60A,['RCB']
RCBH21.L7B2,60A,['RCB']
RCBH21.L8B1,60A,['RCB']
RCBH21.R1B1,60A,['RCB']
RCBH21.R2B2,60A,['RCB']
RCBH21.R3B1,60A,['RCB']
RCBH21.R4B2,60A,['RCB']
RCBH21.R5B1,60A,['RCB']
RCBH21.R6B2,60A,['RCB']
RCBH21.R7B1,60A,['RCB']
RCBH21.R8B2,60A,['RCB']
RCBH22.L1B1,60A,['RCB']
RCBH22.L2B2,60A,['RCB']
RCBH22.L3B1,60A,['RCB']
RCBH22.L4B2,60A,['RCB']
RCBH22.L5B1,60A,['RCB']
RCBH22.L6B2,60A,['RCB']
RCBH22.L7B1,60A,['RCB']
RCBH22.L8B2,60A,['RCB']
RCBH22.R1B2,60A,['RCB']
RCBH22.R2B1,60A,['RCB']
RCBH22.R3B2,60A,['RCB']
RCBH22.R4B1,60A,['RCB']
RCBH22.R5B2,60A,['RCB']
RCBH22.R6B1,60A,['RCB']
RCBH22.R7B2,60A,['RCB']
RCBH22.R8B1,60A,['RCB']
RCBH23.L1B2,60A,['RCB']
RCBH23.L2B1,60A,['RCB']
RCBH23.L3B2,60A,['RCB']
RCBH23.L4B1,60A,['RCB']
RCBH23.L5B2,60A,['RCB']
RCBH23.L6B1,60A,['RCB']
RCBH23.L7B2,60A,['RCB']
RCBH23.L8B1,60A,['RCB']
RCBH23.R1B1,60A,['RCB']
RCBH23.R2B2,60A,['RCB']
RCBH23.R3B1,60A,['RCB']
RCBH23.R4B2,60A,['RCB']
RCBH23.R5B1,60A,['RCB']
RCBH23.R6B2,60A,['RCB']
RCBH23.R7B1,60A,['RCB']
RCBH23.R8B2,60A,['RCB']
RCBH24.L1B1,60A,['RCB']
RCBH24.L2B2,60A,['RCB']
RCBH24.L3B1,60A,['RCB']
RCBH24.L4B2,60A,['RCB']
RCBH24.L5B1,60A,['RCB']
RCBH24.L6B2,60A,['RCB']
RCBH24.L7B1,60A,['RCB']
RCBH24.L8B2,60A,['RCB']
RCBH24.R1B2,60A,['RCB']
RCBH24.R2B1,60A,['RCB']
RCBH24.R3B2,60A,['RCB']
RCBH24.R4B1,60A,['RCB']
RCBH24.R5B2,60A,['RCB']
RCBH24.R6B1,60A,['RCB']
RCBH24.R7B2,60A,['RCB']
RCBH24.R8B1,60A,['RCB']
RCBH25.L1B2,60A,['RCB']
RCBH25.L2B1,60A,['RCB']
RCBH25.L3B2,60A,['RCB']
RCBH25.L4B1,60A,['RCB']
RCBH25.L5B2,60A,['RCB']
RCBH25.L6B1,60A,['RCB']
RCBH25.L7B2,60A,['RCB']
RCBH25.L8B1,60A,['RCB']
RCBH25.R1B1,60A,['RCB']
RCBH25.R2B2,60A,['RCB']
RCBH25.R3B1,60A,['RCB']
RCBH25.R4B2,60A,['RCB']
RCBH25.R5B1,60A,['RCB']
RCBH25.R6B2,60A,['RCB']
RCBH25.R7B1,60A,['RCB']
RCBH25.R8B2,60A,['RCB']
RCBH26.L1B1,60A,['RCB']
