Circuit,Magnet,Position,Beam,Aperture,#Electric_circuit,Cryostat,Cryostat2
RQD.A67,MQ.14L7,19396.7667,B2,INT,22,LQATT.14L7,LQATT_14L7
RQD.A67,MQ.13L7,19450.2167,B1,EXT,29,LQATB.13L7,LQATB_13L7
RQD.A67,MQ.12L7,19503.6667,B2,INT,23,LQATT.12L7,LQATT_12L7
RQD.A67,MQ.11L7,19556.9017,B1,EXT,28,LQTCL.11L7,LQTCL_11L7
RQD.A67,MQ.10L7,19609.6834,B2,INT,24,LQTCO.10L7,LQTCO_10L7
RQD.A67,MQ.9L7,19648.7494,B1,EXT,27,LQTEB.9L7,LQTEB_09L7
RQD.A67,MQ.8L7,19689.2134,B2,INT,25,LQTCO.8L7,LQTCO_08L7
RQD.A67,MQ.7L7,19728.2784,B1,EXT,26,LQTAD.7L7,LQTAD_7L7
RQD.A78,MQ.7R7,20258.3414,B2,INT,26,LQTAC.7R7,LQTAC_7R7
RQD.A78,MQ.8R7,20297.4064,B1,EXT,25,LQTBB.8R7,LQTBB_08R7
RQD.A78,MQ.9R7,20336.4724,B2,INT,27,LQTEC.9R7,LQTEC_09R7
RQD.A78,MQ.10R7,20376.9364,B1,EXT,24,LQTBB.10R7,LQTBB_10R7
RQD.A78,MQ.11R7,20429.7181,B2,INT,28,LQTCH.11R7,LQTCH_11R7
RQD.A78,MQ.12R7,20484.6581,B1,EXT,23,LQATH.12R7,LQATH_12R7
RQD.A78,MQ.13R7,20538.1081,B2,INT,29,LQATM.13R7,LQATM_13R7
RQD.A78,MQ.14R7,20591.5581,B1,EXT,22,LQATH.14R7,LQATH_14R7
RQD.A78,MQ.15R7,20645.0081,B2,INT,30,LQATQ.15R7,LQATQ_15R7
RQD.A78,MQ.16R7,20698.4581,B1,EXT,21,LQATH.16R7,LQATH_16R7
RQD.A78,MQ.17R7,20751.9081,B2,INT,31,LQATM.17R7,LQATM_17R7
RQD.A78,MQ.18R7,20805.3581,B1,EXT,20,LQATH.18R7,LQATH_18R7
RQD.A78,MQ.19R7,20858.8081,B2,INT,32,LQATQ.19R7,LQATQ_19R7
RQD.A78,MQ.20R7,20912.2581,B1,EXT,19,LQATH.20R7,LQATH_20R7
RQD.A78,MQ.21R7,20965.7081,B2,INT,33,LQATM.21R7,LQATM_21R7
RQD.A78,MQ.22R7,21019.1581,B1,EXT,18,LQOAG.22R7,LQOAG_22R7
RQD.A78,MQ.23R7,21072.6081,B2,INT,34,LQASE.23R7,LQASE_23R7
RQD.A78,MQ.24R7,21126.0581,B1,EXT,17,LQOAG.24R7,LQOAG_24R7
RQD.A78,MQ.25R7,21179.5081,B2,INT,35,LQOAR.25R7,LQOAR_25R7
RQD.A78,MQ.26R7,21232.9581,B1,EXT,16,LQOAG.26R7,LQOAG_26R7
RQD.A78,MQ.27R7,21286.4081,B2,INT,36,LQASE.27R7,LQASE_27R7
RQD.A78,MQ.28R7,21339.8581,B1,EXT,15,LQOAG.28R7,LQOAG_28R7
RQD.A78,MQ.29R7,21393.3081,B2,INT,37,LQOBF.29R7,LQOBF_29R7
RQD.A78,MQ.30R7,21446.7581,B1,EXT,14,LQOAM.30R7,LQOAM_30R7
RQD.A78,MQ.31R7,21500.2081,B2,INT,38,LQOAV.31R7,LQOAV_31R7
RQD.A78,MQ.32R7,21553.6581,B1,EXT,13,LQOAG.32R7,LQOAG_32R7
RQD.A78,MQ.33R7,21607.1081,B2,INT,39,LQOBJ.33R7,LQOBJ_33R7
RQD.A78,MQ.34R7,21660.5581,B1,EXT,12,LQOAM.34R7,LQOAM_34R7
RQD.A78,MQ.33L8,21714.0081,B2,INT,40,LQOBF.33L8,LQOBF_33L8
RQD.A78,MQ.32L8,21767.4581,B1,EXT,11,LQOAM.32L8,LQOAM_32L8
RQD.A78,MQ.31L8,21820.9081,B2,INT,41,LQOAV.31L8,LQOAV_31L8
RQD.A78,MQ.30L8,21874.3581,B1,EXT,10,LQOAG.30L8,LQOAG_30L8
RQD.A78,MQ.29L8,21927.8081,B2,INT,42,LQOBF.29L8,LQOBF_29L8
RQD.A78,MQ.28L8,21981.2581,B1,EXT,9,LQOAM.28L8,LQOAM_28L8
RQD.A78,MQ.27L8,22034.7081,B2,INT,43,LQASE.27L8,LQASE_27L8
RQD.A78,MQ.26L8,22088.1581,B1,EXT,8,LQOAG.26L8,LQOAG_26L8
RQD.A78,MQ.25L8,22141.6081,B2,INT,44,LQOBN.25L8,LQOBN_25L8
RQD.A78,MQ.24L8,22195.0581,B1,EXT,7,LQOAG.24L8,LQOAG_24L8
RQD.A78,MQ.23L8,22248.5081,B2,INT,45,LQASF.23L8,LQASF_23L8
RQD.A78,MQ.22L8,22301.9581,B1,EXT,6,LQOAG.22L8,LQOAG_22L8
RQD.A78,MQ.21L8,22355.4081,B2,INT,46,LQATK.21L8,LQATK_21L8
RQD.A78,MQ.20L8,22408.8581,B1,EXT,5,LQATH.20L8,LQATH_20L8
RQD.A78,MQ.19L8,22462.3081,B2,INT,47,LQATO.19L8,LQATO_19L8
RQD.A78,MQ.18L8,22515.7581,B1,EXT,4,LQATH.18L8,LQATH_18L8
RQD.A78,MQ.17L8,22569.2081,B2,INT,48,LQATK.17L8,LQATK_17L8
RQD.A78,MQ.16L8,22622.6581,B1,EXT,3,LQATH.16L8,LQATH_16L8
RQD.A78,MQ.15L8,22676.1081,B2,INT,49,LQATO.15L8,LQATO_15L8
RQD.A78,MQ.14L8,22729.5581,B1,EXT,2,LQATH.14L8,LQATH_14L8
RQD.A78,MQ.13L8,22783.0081,B2,INT,50,LQATK.13L8,LQATK_13L8
RQD.A78,MQ.12L8,22836.4581,B1,EXT,1,LQATH.12L8,LQATH_12L8
RQD.A78,MQ.11L8,22889.6931,B2,INT,51,LQTCG.11L8,LQTCG_11L8
RQD.A81,MQ.11R8,23761.6475,B1,INT,47,LQTCC.11R8,LQTCC_11R8
RQD.A81,MQ.12R8,23816.5875,B2,EXT,1,LQATI.12R8,LQATI_12R8
RQD.A81,MQ.13R8,23870.0375,B1,INT,46,LQATJ.13R8,LQATJ_13R8
RQD.A81,MQ.14R8,23923.4875,B2,EXT,2,LQATI.14R8,LQATI_14R8
RQD.A81,MQ.15R8,23976.9375,B1,INT,45,LQATN.15R8,LQATN_15R8
RQD.A81,MQ.16R8,24030.3875,B2,EXT,3,LQATI.16R8,LQATI_16R8
RQD.A81,MQ.17R8,24083.8375,B1,INT,44,LQATJ.17R8,LQATJ_17R8
RQD.A81,MQ.18R8,24137.2875,B2,EXT,4,LQATI.18R8,LQATI_18R8
RQD.A81,MQ.19R8,24190.7375,B1,INT,43,LQATN.19R8,LQATN_19R8
RQD.A81,MQ.20R8,24244.1875,B2,EXT,5,LQATI.20R8,LQATI_20R8
RQD.A81,MQ.21R8,24297.6375,B1,INT,42,LQATJ.21R8,LQATJ_21R8
RQD.A81,MQ.22R8,24351.0875,B2,EXT,6,LQOAH.22R8,LQOAH_22R8
RQD.A81,MQ.23R8,24404.5375,B1,INT,41,LQASD.23R8,LQASD_23R8
RQD.A81,MQ.24R8,24457.9875,B2,EXT,7,LQOAH.24R8,LQOAH_24R8
RQD.A81,MQ.25R8,24511.4375,B1,INT,40,LQOAO.25R8,LQOAO_25R8
RQD.A81,MQ.26R8,24564.8875,B2,EXT,8,LQOAH.26R8,LQOAH_26R8
RQD.A81,MQ.27R8,24618.3375,B1,INT,39,LQASD.27R8,LQASD_27R8
RQD.A81,MQ.28R8,24671.7875,B2,EXT,9,LQOAH.28R8,LQOAH_28R8
RQD.A81,MQ.29R8,24725.2375,B1,INT,38,LQOBC.29R8,LQOBC_29R8
RQD.A81,MQ.30R8,24778.6875,B2,EXT,10,LQOAN.30R8,LQOAN_30R8
RQD.A81,MQ.31R8,24832.1375,B1,INT,37,LQOAS.31R8,LQOAS_31R8
RQD.A81,MQ.32R8,24885.5875,B2,EXT,11,LQOAH.32R8,LQOAH_32R8
RQD.A81,MQ.33R8,24939.0375,B1,INT,36,LQOBG.33R8,LQOBG_33R8
RQD.A81,MQ.34R8,24992.4875,B2,EXT,12,LQOAN.34R8,LQOAN_34R8
RQD.A81,MQ.33L1,25045.9375,B1,INT,35,LQOBC.33L1,LQOBC_33L1
RQD.A81,MQ.32L1,25099.3875,B2,EXT,13,LQOAN.32L1,LQOAN_32L1
RQD.A81,MQ.31L1,25152.8375,B1,INT,34,LQOAS.31L1,LQOAS_31L1
RQD.A81,MQ.30L1,25206.2875,B2,EXT,14,LQOAH.30L1,LQOAH_30L1
RQD.A81,MQ.29L1,25259.7375,B1,INT,33,LQOBC.29L1,LQOBC_29L1
RQD.A81,MQ.28L1,25313.1875,B2,EXT,15,LQOAN.28L1,LQOAN_28L1
RQD.A81,MQ.27L1,25366.6375,B1,INT,32,LQASD.27L1,LQASD_27L1
RQD.A81,MQ.26L1,25420.0875,B2,EXT,16,LQOAH.26L1,LQOAH_26L1
RQD.A81,MQ.25L1,25473.5375,B1,INT,31,LQOAO.25L1,LQOAO_25L1
RQD.A81,MQ.24L1,25526.9875,B2,EXT,17,LQOAH.24L1,LQOAH_24L1
RQD.A81,MQ.23L1,25580.4375,B1,INT,30,LQASD.23L1,LQASD_23L1
RQD.A81,MQ.22L1,25633.8875,B2,EXT,18,LQOAH.22L1,LQOAH_22L1
RQD.A81,MQ.21L1,25687.3375,B1,INT,29,LQATJ.21L1,LQATJ_21L1
RQD.A81,MQ.20L1,25740.7875,B2,EXT,19,LQATI.20L1,LQATI_20L1
RQD.A81,MQ.19L1,25794.2375,B1,INT,28,LQATN.19L1,LQATN_19L1
RQD.A81,MQ.18L1,25847.6875,B2,EXT,20,LQATI.18L1,LQATI_18L1
RQD.A81,MQ.17L1,25901.1375,B1,INT,27,LQATJ.17L1,LQATJ_17L1
RQD.A81,MQ.16L1,25954.5875,B2,EXT,21,LQATI.16L1,LQATI_16L1
RQD.A81,MQ.15L1,26008.0375,B1,INT,26,LQATN.15L1,LQATN_15L1
RQD.A81,MQ.14L1,26061.4875,B2,EXT,22,LQATI.14L1,LQATI_14L1
RQD.A81,MQ.13L1,26114.9375,B1,INT,25,LQATV.13L1,LQATV_13L1
RQD.A81,MQ.12L1,26168.3875,B2,EXT,23,LQATI.12L1,LQATI_12L1
RQD.A81,MQ.11L1,26221.6225,B1,INT,24,LQTCD.11L1,LQTCD_11L1
RQF.A12,MQ.11R1,435.5557,B1,EXT,24,LQTCE.11R1,LQTCE_11R1
RQF.A12,MQ.12R1,490.4957,B2,INT,23,LQATH.12R1,LQATH_12R1
RQF.A12,MQ.13R1,543.9457,B1,EXT,25,LQATU.13R1,LQATU_13R1
RQF.A12,MQ.14R1,597.3957,B2,INT,22,LQATH.14R1,LQATH_14R1
RQF.A12,MQ.15R1,650.8457,B1,EXT,26,LQATO.15R1,LQATO_15R1
RQF.A12,MQ.16R1,704.2957,B2,INT,21,LQATH.16R1,LQATH_16R1
RQF.A12,MQ.17R1,757.7457,B1,EXT,27,LQATK.17R1,LQATK_17R1
RQF.A12,MQ.18R1,811.1957,B2,INT,20,LQATH.18R1,LQATH_18R1
RQF.A12,MQ.19R1,864.6457,B1,EXT,28,LQATO.19R1,LQATO_19R1
RQF.A12,MQ.20R1,918.0957,B2,INT,19,LQATH.20R1,LQATH_20R1
RQF.A12,MQ.21R1,971.5457,B1,EXT,29,LQATK.21R1,LQATK_21R1
RQF.A12,MQ.22R1,1024.9957,B2,INT,18,LQOAG.22R1,LQOAG_22R1
RQF.A12,MQ.23R1,1078.4457,B1,EXT,30,LQASF.23R1,LQASF_23R1
RQF.A12,MQ.24R1,1131.8957,B2,INT,17,LQOAG.24R1,LQOAG_24R1
RQF.A12,MQ.25R1,1185.3457,B1,EXT,31,LQOAP.25R1,LQOAP_25R1
RQF.A12,MQ.26R1,1238.7957,B2,INT,16,LQOAG.26R1,LQOAG_26R1
RQF.A12,MQ.27R1,1292.2457,B1,EXT,32,LQASF.27R1,LQASF_27R1
RQF.A12,MQ.28R1,1345.6957,B2,INT,15,LQOAG.28R1,LQOAG_28R1
RQF.A12,MQ.29R1,1399.1457,B1,EXT,33,LQOBD.29R1,LQOBD_29R1
RQF.A12,MQ.30R1,1452.5957,B2,INT,14,LQOAM.30R1,LQOAM_30R1
RQF.A12,MQ.31R1,1506.0457,B1,EXT,34,LQOAT.31R1,LQOAT_31R1
RQF.A12,MQ.32R1,1559.4957,B2,INT,13,LQOAG.32R1,LQOAG_32R1
RQF.A12,MQ.33R1,1612.9457,B1,EXT,35,LQOBH.33R1,LQOBH_33R1
RQF.A12,MQ.34R1,1666.3957,B2,INT,12,LQOAM.34R1,LQOAM_34R1
RQF.A12,MQ.33L2,1719.8457,B1,EXT,36,LQOBD.33L2,LQOBD_33L2
RQF.A12,MQ.32L2,1773.2957,B2,INT,11,LQOAM.32L2,LQOAM_32L2
RQF.A12,MQ.31L2,1826.7457,B1,EXT,37,LQOAT.31L2,LQOAT_31L2
RQF.A12,MQ.30L2,1880.1957,B2,INT,10,LQOAG.30L2,LQOAG_30L2
RQF.A12,MQ.29L2,1933.6457,B1,EXT,38,LQOBD.29L2,LQOBD_29L2
RQF.A12,MQ.28L2,1987.0957,B2,INT,9,LQOAM.28L2,LQOAM_28L2
RQF.A12,MQ.27L2,2040.5457,B1,EXT,39,LQASF.27L2,LQASF_27L2
RQF.A12,MQ.26L2,2093.9957,B2,INT,8,LQOAG.26L2,LQOAG_26L2
RQF.A12,MQ.25L2,2147.4457,B1,EXT,40,LQOAP.25L2,LQOAP_25L2
RQF.A12,MQ.24L2,2200.8957,B2,INT,7,LQOAG.24L2,LQOAG_24L2
RQF.A12,MQ.23L2,2254.3457,B1,EXT,41,LQASF.23L2,LQASF_23L2
RQF.A12,MQ.22L2,2307.7957,B2,INT,6,LQOAG.22L2,LQOAG_22L2
RQF.A12,MQ.21L2,2361.2457,B1,EXT,42,LQATK.21L2,LQATK_21L2
RQF.A12,MQ.20L2,2414.6957,B2,INT,5,LQATH.20L2,LQATH_20L2
RQF.A12,MQ.19L2,2468.1457,B1,EXT,43,LQATO.19L2,LQATO_19L2
RQF.A12,MQ.18L2,2521.5957,B2,INT,4,LQATH.18L2,LQATH_18L2
RQF.A12,MQ.17L2,2575.0457,B1,EXT,44,LQATK.17L2,LQATK_17L2
RQF.A12,MQ.16L2,2628.4957,B2,INT,3,LQATH.16L2,LQATH_16L2
RQF.A12,MQ.15L2,2681.9457,B1,EXT,45,LQATO.15L2,LQATO_15L2
RQF.A12,MQ.14L2,2735.3957,B2,INT,2,LQATH.14L2,LQATH_14L2
RQF.A12,MQ.13L2,2788.8457,B1,EXT,46,LQATK.13L2,LQATK_13L2
RQF.A12,MQ.12L2,2842.2957,B2,INT,1,LQATH.12L2,LQATH_12L2
RQF.A12,MQ.11L2,2895.5307,B1,EXT,47,LQTCG.11L2,LQTCG_11L2
RQF.A23,MQ.11R2,3767.4851,B2,EXT,51,LQTCC.11R2,LQTCC_11R2
RQF.A23,MQ.12R2,3822.4251,B1,INT,1,LQATI.12R2,LQATI_12R2
RQF.A23,MQ.13R2,3875.8751,B2,EXT,50,LQATJ.13R2,LQATJ_13R2
RQF.A23,MQ.14R2,3929.3251,B1,INT,2,LQATI.14R2,LQATI_14R2
RQF.A23,MQ.15R2,3982.7751,B2,EXT,49,LQATN.15R2,LQATN_15R2
RQF.A23,MQ.16R2,4036.2251,B1,INT,3,LQATI.16R2,LQATI_16R2
RQF.A23,MQ.17R2,4089.6751,B2,EXT,48,LQATJ.17R2,LQATJ_17R2
RQF.A23,MQ.18R2,4143.1251,B1,INT,4,LQATI.18R2,LQATI_18R2
RQF.A23,MQ.19R2,4196.5751,B2,EXT,47,LQATN.19R2,LQATN_19R2
RQF.A23,MQ.20R2,4250.0251,B1,INT,5,LQATI.20R2,LQATI_20R2
RQF.A23,MQ.21R2,4303.4751,B2,EXT,46,LQATJ.21R2,LQATJ_21R2
RQF.A23,MQ.22R2,4356.9251,B1,INT,6,LQOAH.22R2,LQOAH_22R2
RQF.A23,MQ.23R2,4410.3751,B2,EXT,45,LQASD.23R2,LQASD_23R2
RQF.A23,MQ.24R2,4463.8251,B1,INT,7,LQOAH.24R2,LQOAH_24R2
RQF.A23,MQ.25R2,4517.2751,B2,EXT,44,LQOAO.25R2,LQOAO_25R2
RQF.A23,MQ.26R2,4570.7251,B1,INT,8,LQOAH.26R2,LQOAH_26R2
RQF.A23,MQ.27R2,4624.1751,B2,EXT,43,LQASD.27R2,LQASD_27R2
RQF.A23,MQ.28R2,4677.6251,B1,INT,9,LQOAH.28R2,LQOAH_28R2
RQF.A23,MQ.29R2,4731.0751,B2,EXT,42,LQOBC.29R2,LQOBC_29R2
RQF.A23,MQ.30R2,4784.5251,B1,INT,10,LQOAN.30R2,LQOAN_30R2
RQF.A23,MQ.31R2,4837.9751,B2,EXT,41,LQOAS.31R2,LQOAS_31R2
RQF.A23,MQ.32R2,4891.4251,B1,INT,11,LQOAH.32R2,LQOAH_32R2
RQF.A23,MQ.33R2,4944.8751,B2,EXT,40,LQOBG.33R2,LQOBG_33R2
RQF.A23,MQ.34R2,4998.3251,B1,INT,12,LQOAN.34R2,LQOAN_34R2
RQF.A23,MQ.33L3,5051.7751,B2,EXT,39,LQOBC.33L3,LQOBC_33L3
RQF.A23,MQ.32L3,5105.2251,B1,INT,13,LQOAN.32L3,LQOAN_32L3
RQF.A23,MQ.31L3,5158.6751,B2,EXT,38,LQOAS.31L3,LQOAS_31L3
RQF.A23,MQ.30L3,5212.1251,B1,INT,14,LQOAH.30L3,LQOAH_30L3
RQF.A23,MQ.29L3,5265.5751,B2,EXT,37,LQOBC.29L3,LQOBC_29L3
RQF.A23,MQ.28L3,5319.0251,B1,INT,15,LQOAN.28L3,LQOAN_28L3
RQF.A23,MQ.27L3,5372.4751,B2,EXT,36,LQASD.27L3,LQASD_27L3
RQF.A23,MQ.26L3,5425.9251,B1,INT,16,LQOAH.26L3,LQOAH_26L3
RQF.A23,MQ.25L3,5479.3751,B2,EXT,35,LQOAO.25L3,LQOAO_25L3
RQF.A23,MQ.24L3,5532.8251,B1,INT,17,LQOAH.24L3,LQOAH_24L3
RQF.A23,MQ.23L3,5586.2751,B2,EXT,34,LQASD.23L3,LQASD_23L3
RQF.A23,MQ.22L3,5639.7251,B1,INT,18,LQOAH.22L3,LQOAH_22L3
RQF.A23,MQ.21L3,5693.1751,B2,EXT,33,LQATJ.21L3,LQATJ_21L3
RQF.A23,MQ.20L3,5746.6251,B1,INT,19,LQATI.20L3,LQATI_20L3
RQF.A23,MQ.19L3,5800.0751,B2,EXT,32,LQATN.19L3,LQATN_19L3
RQF.A23,MQ.18L3,5853.5251,B1,INT,20,LQATI.18L3,LQATI_18L3
RQF.A23,MQ.17L3,5906.9751,B2,EXT,31,LQATJ.17L3,LQATJ_17L3
RQF.A23,MQ.16L3,5960.4251,B1,INT,21,LQATI.16L3,LQATI_16L3
RQF.A23,MQ.15L3,6013.8751,B2,EXT,30,LQATN.15L3,LQATN_15L3
RQF.A23,MQ.14L3,6067.3251,B1,INT,22,LQATI.14L3,LQATI_14L3
RQF.A23,MQ.13L3,6120.7751,B2,EXT,29,LQATJ.13L3,LQATJ_13L3
RQF.A23,MQ.12L3,6174.2251,B1,INT,23,LQATI.12L3,LQATI_12L3
RQF.A23,MQ.11L3,6227.4601,B2,EXT,28,LQTCC.11L3,LQTCC_11L3
RQF.A23,MQ.10L3,6280.2418,B1,INT,24,LQTBD.10L3,LQTBD_10L3
RQF.A23,MQ.9L3,6319.3078,B2,EXT,27,LQTEA.9L3,LQTEA_09L3
RQF.A23,MQ.8L3,6359.7718,B1,INT,25,LQTBD.8L3,LQTBD_08L3
RQF.A23,MQ.7L3,6398.8368,B2,EXT,26,LQTAA.7L3,LQTAA_7L3
RQF.A34,MQ.7R3,6928.8998,B1,INT,26,LQTAB.7R3,LQTAB_7R3
RQF.A34,MQ.8R3,6967.9648,B2,EXT,25,LQTBA.8R3,LQTBA_08R3
RQF.A34,MQ.9R3,7007.0308,B1,INT,27,LQTED.9R3,LQTED_09R3
RQF.A34,MQ.10R3,7047.4948,B2,EXT,24,LQTBA.10R3,LQTBA_10R3
RQF.A34,MQ.11R3,7100.2765,B1,INT,28,LQTCM.11R3,LQTCM_11R3
RQF.A34,MQ.12R3,7155.2165,B2,EXT,23,LQATS.12R3,LQATS_12R3
RQF.A34,MQ.13R3,7208.6665,B1,INT,29,LQATA.13R3,LQATA_13R3
RQF.A34,MQ.14R3,7262.1165,B2,EXT,22,LQATS.14R3,LQATS_14R3
RQF.A34,MQ.15R3,7315.5665,B1,INT,30,LQATD.15R3,LQATD_15R3
RQF.A34,MQ.16R3,7369.0165,B2,EXT,21,LQATS.16R3,LQATS_16R3
RQF.A34,MQ.17R3,7422.4665,B1,INT,31,LQATA.17R3,LQATA_17R3
RQF.A34,MQ.18R3,7475.9165,B2,EXT,20,LQATS.18R3,LQATS_18R3
RQF.A34,MQ.19R3,7529.3665,B1,INT,32,LQATD.19R3,LQATD_19R3
RQF.A34,MQ.20R3,7582.8165,B2,EXT,19,LQATS.20R3,LQATS_20R3
RQF.A34,MQ.21R3,7636.2665,B1,INT,33,LQATA.21R3,LQATA_21R3
RQF.A34,MQ.22R3,7689.7165,B2,EXT,18,LQOBA.22R3,LQOBA_22R3
RQF.A34,MQ.23R3,7743.1665,B1,INT,34,LQASB.23R3,LQASB_23R3
RQF.A34,MQ.24R3,7796.6165,B2,EXT,17,LQOBA.24R3,LQOBA_24R3
RQF.A34,MQ.25R3,7850.0665,B1,INT,35,LQOAA.25R3,LQOAA_25R3
RQF.A34,MQ.26R3,7903.5165,B2,EXT,16,LQOBA.26R3,LQOBA_26R3
RQF.A34,MQ.27R3,7956.9665,B1,INT,36,LQASB.27R3,LQASB_27R3
RQF.A34,MQ.28R3,8010.4165,B2,EXT,15,LQOBA.28R3,LQOBA_28R3
RQF.A34,MQ.29R3,8063.8665,B1,INT,37,LQOAI.29R3,LQOAI_29R3
RQF.A34,MQ.30R3,8117.3165,B2,EXT,14,LQOBK.30R3,LQOBK_30R3
RQF.A34,MQ.31R3,8170.7665,B1,INT,38,LQOAC.31R3,LQOAC_31R3
RQF.A34,MQ.32R3,8224.2165,B2,EXT,13,LQOBA.32R3,LQOBA_32R3
RQF.A34,MQ.33R3,8277.6665,B1,INT,39,LQOAK.33R3,LQOAK_33R3
RQF.A34,MQ.34R3,8331.1165,B2,EXT,12,LQOBK.34R3,LQOBK_34R3
RQF.A34,MQ.33L4,8384.5665,B1,INT,40,LQOAI.33L4,LQOAI_33L4
RQF.A34,MQ.32L4,8438.0165,B2,EXT,11,LQOBK.32L4,LQOBK_32L4
RQF.A34,MQ.31L4,8491.4665,B1,INT,41,LQOAC.31L4,LQOAC_31L4
RQF.A34,MQ.30L4,8544.9165,B2,EXT,10,LQOBA.30L4,LQOBA_30L4
RQF.A34,MQ.29L4,8598.3665,B1,INT,42,LQOAI.29L4,LQOAI_29L4
RQF.A34,MQ.28L4,8651.8165,B2,EXT,9,LQOBK.28L4,LQOBK_28L4
RQF.A34,MQ.27L4,8705.2665,B1,INT,43,LQASB.27L4,LQASB_27L4
RQF.A34,MQ.26L4,8758.7165,B2,EXT,8,LQOBA.26L4,LQOBA_26L4
RQF.A34,MQ.25L4,8812.1665,B1,INT,44,LQOBM.25L4,LQOBM_25L4
RQF.A34,MQ.24L4,8865.6165,B2,EXT,7,LQOBA.24L4,LQOBA_24L4
RQF.A34,MQ.23L4,8919.0665,B1,INT,45,LQASG.23L4,LQASG_23L4
RQF.A34,MQ.22L4,8972.5165,B2,EXT,6,LQOBA.22L4,LQOBA_22L4
RQF.A34,MQ.21L4,9025.9665,B1,INT,46,LQATC.21L4,LQATC_21L4
RQF.A34,MQ.20L4,9079.4165,B2,EXT,5,LQATS.20L4,LQATS_20L4
RQF.A34,MQ.19L4,9132.8665,B1,INT,47,LQATF.19L4,LQATF_19L4
RQF.A34,MQ.18L4,9186.3165,B2,EXT,4,LQATS.18L4,LQATS_18L4
RQF.A34,MQ.17L4,9239.7665,B1,INT,48,LQATC.17L4,LQATC_17L4
RQF.A34,MQ.16L4,9293.2165,B2,EXT,3,LQATS.16L4,LQATS_16L4
RQF.A34,MQ.15L4,9346.6665,B1,INT,49,LQATF.15L4,LQATF_15L4
RQF.A34,MQ.14L4,9400.1165,B2,EXT,2,LQATS.14L4,LQATS_14L4
RQF.A34,MQ.13L4,9453.5665,B1,INT,50,LQATC.13L4,LQATC_13L4
RQF.A34,MQ.12L4,9507.0165,B2,EXT,1,LQATS.12L4,LQATS_12L4
RQF.A34,MQ.11L4,9560.2515,B1,INT,51,LQTCB.11L4,LQTCB_11L4
RQF.A45,MQ.11R4,10432.2059,B2,EXT,47,LQTCA.11R4,LQTCA_11R4
RQF.A45,MQ.12R4,10487.1459,B1,INT,1,LQATI.12R4,LQATI_12R4
RQF.A45,MQ.13R4,10540.5959,B2,EXT,46,LQATL.13R4,LQATL_13R4
RQF.A45,MQ.14R4,10594.0459,B1,INT,2,LQATI.14R4,LQATI_14R4
RQF.A45,MQ.15R4,10647.4959,B2,EXT,45,LQATP.15R4,LQATP_15R4
RQF.A45,MQ.16R4,10700.9459,B1,INT,3,LQATI.16R4,LQATI_16R4
RQF.A45,MQ.17R4,10754.3959,B2,EXT,44,LQATL.17R4,LQATL_17R4
RQF.A45,MQ.18R4,10807.8459,B1,INT,4,LQATI.18R4,LQATI_18R4
RQF.A45,MQ.19R4,10861.2959,B2,EXT,43,LQATP.19R4,LQATP_19R4
RQF.A45,MQ.20R4,10914.7459,B1,INT,5,LQATI.20R4,LQATI_20R4
RQF.A45,MQ.21R4,10968.1959,B2,EXT,42,LQATL.21R4,LQATL_21R4
RQF.A45,MQ.22R4,11021.6459,B1,INT,6,LQOAH.22R4,LQOAH_22R4
RQF.A45,MQ.23R4,11075.0959,B2,EXT,41,LQASC.23R4,LQASC_23R4
RQF.A45,MQ.24R4,11128.5459,B1,INT,7,LQOAH.24R4,LQOAH_24R4
RQF.A45,MQ.25R4,11181.9959,B2,EXT,40,LQOAQ.25R4,LQOAQ_25R4
RQF.A45,MQ.26R4,11235.4459,B1,INT,8,LQOAH.26R4,LQOAH_26R4
RQF.A45,MQ.27R4,11288.8959,B2,EXT,39,LQASC.27R4,LQASC_27R4
RQF.A45,MQ.28R4,11342.3459,B1,INT,9,LQOAH.28R4,LQOAH_28R4
RQF.A45,MQ.29R4,11395.7959,B2,EXT,38,LQOBE.29R4,LQOBE_29R4
RQF.A45,MQ.30R4,11449.2459,B1,INT,10,LQOAN.30R4,LQOAN_30R4
RQF.A45,MQ.31R4,11502.6959,B2,EXT,37,LQOAU.31R4,LQOAU_31R4
RQF.A45,MQ.32R4,11556.1459,B1,INT,11,LQOAH.32R4,LQOAH_32R4
RQF.A45,MQ.33R4,11609.5959,B2,EXT,36,LQOBI.33R4,LQOBI_33R4
RQF.A45,MQ.34R4,11663.0459,B1,INT,12,LQOAN.34R4,LQOAN_34R4
RQF.A45,MQ.33L5,11716.4959,B2,EXT,35,LQOBE.33L5,LQOBE_33L5
RQF.A45,MQ.32L5,11769.9459,B1,INT,13,LQOAN.32L5,LQOAN_32L5
RQF.A45,MQ.31L5,11823.3959,B2,EXT,34,LQOAU.31L5,LQOAU_31L5
RQF.A45,MQ.30L5,11876.8459,B1,INT,14,LQOAH.30L5,LQOAH_30L5
RQF.A45,MQ.29L5,11930.2959,B2,EXT,33,LQOBE.29L5,LQOBE_29L5
RQF.A45,MQ.28L5,11983.7459,B1,INT,15,LQOAN.28L5,LQOAN_28L5
RQF.A45,MQ.27L5,12037.1959,B2,EXT,32,LQASC.27L5,LQASC_27L5
RQF.A45,MQ.26L5,12090.6459,B1,INT,16,LQOAH.26L5,LQOAH_26L5
