Circuit,Magnet,Position,Beam,Aperture,#Electric_circuit,Cryostat,Cryostat2
RQD.A23,MQ.12R2,3822.4251,B2,EXT,1,LQATI.12R2,LQATI_12R2
RQD.A23,MQ.13R2,3875.8751,B1,INT,50,LQATJ.13R2,LQATJ_13R2
RQD.A23,MQ.14R2,3929.3251,B2,EXT,2,LQATI.14R2,LQATI_14R2
RQD.A23,MQ.15R2,3982.7751,B1,INT,49,LQATN.15R2,LQATN_15R2
RQD.A23,MQ.16R2,4036.2251,B2,EXT,3,LQATI.16R2,LQATI_16R2
RQD.A23,MQ.17R2,4089.6751,B1,INT,48,LQATJ.17R2,LQATJ_17R2
RQD.A23,MQ.18R2,4143.1251,B2,EXT,4,LQATI.18R2,LQATI_18R2
RQD.A23,MQ.19R2,4196.5751,B1,INT,47,LQATN.19R2,LQATN_19R2
RQD.A23,MQ.20R2,4250.0251,B2,EXT,5,LQATI.20R2,LQATI_20R2
RQD.A23,MQ.21R2,4303.4751,B1,INT,46,LQATJ.21R2,LQATJ_21R2
RQD.A23,MQ.22R2,4356.9251,B2,EXT,6,LQOAH.22R2,LQOAH_22R2
RQD.A23,MQ.23R2,4410.3751,B1,INT,45,LQASD.23R2,LQASD_23R2
RQD.A23,MQ.24R2,4463.8251,B2,EXT,7,LQOAH.24R2,LQOAH_24R2
RQD.A23,MQ.25R2,4517.2751,B1,INT,44,LQOAO.25R2,LQOAO_25R2
RQD.A23,MQ.26R2,4570.7251,B2,EXT,8,LQOAH.26R2,LQOAH_26R2
RQD.A23,MQ.27R2,4624.1751,B1,INT,43,LQASD.27R2,LQASD_27R2
RQD.A23,MQ.28R2,4677.6251,B2,EXT,9,LQOAH.28R2,LQOAH_28R2
RQD.A23,MQ.29R2,4731.0751,B1,INT,42,LQOBC.29R2,LQOBC_29R2
RQD.A23,MQ.30R2,4784.5251,B2,EXT,10,LQOAN.30R2,LQOAN_30R2
RQD.A23,MQ.31R2,4837.9751,B1,INT,41,LQOAS.31R2,LQOAS_31R2
RQD.A23,MQ.32R2,4891.4251,B2,EXT,11,LQOAH.32R2,LQOAH_32R2
RQD.A23,MQ.33R2,4944.8751,B1,INT,40,LQOBG.33R2,LQOBG_33R2
RQD.A23,MQ.34R2,4998.3251,B2,EXT,12,LQOAN.34R2,LQOAN_34R2
RQD.A23,MQ.33L3,5051.7751,B1,INT,39,LQOBC.33L3,LQOBC_33L3
RQD.A23,MQ.32L3,5105.2251,B2,EXT,13,LQOAN.32L3,LQOAN_32L3
RQD.A23,MQ.31L3,5158.6751,B1,INT,38,LQOAS.31L3,LQOAS_31L3
RQD.A23,MQ.30L3,5212.1251,B2,EXT,14,LQOAH.30L3,LQOAH_30L3
RQD.A23,MQ.29L3,5265.5751,B1,INT,37,LQOBC.29L3,LQOBC_29L3
RQD.A23,MQ.28L3,5319.0251,B2,EXT,15,LQOAN.28L3,LQOAN_28L3
RQD.A23,MQ.27L3,5372.4751,B1,INT,36,LQASD.27L3,LQASD_27L3
RQD.A23,MQ.26L3,5425.9251,B2,EXT,16,LQOAH.26L3,LQOAH_26L3
RQD.A23,MQ.25L3,5479.3751,B1,INT,35,LQOAO.25L3,LQOAO_25L3
RQD.A23,MQ.24L3,5532.8251,B2,EXT,17,LQOAH.24L3,LQOAH_24L3
RQD.A23,MQ.23L3,5586.2751,B1,INT,34,LQASD.23L3,LQASD_23L3
RQD.A23,MQ.22L3,5639.7251,B2,EXT,18,LQOAH.22L3,LQOAH_22L3
RQD.A23,MQ.21L3,5693.1751,B1,INT,33,LQATJ.21L3,LQATJ_21L3
RQD.A23,MQ.20L3,5746.6251,B2,EXT,19,LQATI.20L3,LQATI_20L3
RQD.A23,MQ.19L3,5800.0751,B1,INT,32,LQATN.19L3,LQATN_19L3
RQD.A23,MQ.18L3,5853.5251,B2,EXT,20,LQATI.18L3,LQATI_18L3
RQD.A23,MQ.17L3,5906.9751,B1,INT,31,LQATJ.17L3,LQATJ_17L3
RQD.A23,MQ.16L3,5960.4251,B2,EXT,21,LQATI.16L3,LQATI_16L3
RQD.A23,MQ.15L3,6013.8751,B1,INT,30,LQATN.15L3,LQATN_15L3
RQD.A23,MQ.14L3,6067.3251,B2,EXT,22,LQATI.14L3,LQATI_14L3
RQD.A23,MQ.13L3,6120.7751,B1,INT,29,LQATJ.13L3,LQATJ_13L3
RQD.A23,MQ.12L3,6174.2251,B2,EXT,23,LQATI.12L3,LQATI_12L3
RQD.A23,MQ.11L3,6227.4601,B1,INT,28,LQTCC.11L3,LQTCC_11L3
RQD.A23,MQ.10L3,6280.2418,B2,EXT,24,LQTBD.10L3,LQTBD_10L3
RQD.A23,MQ.9L3,6319.3078,B1,INT,27,LQTEA.9L3,LQTEA_09L3
RQD.A23,MQ.8L3,6359.7718,B2,EXT,25,LQTBD.8L3,LQTBD_08L3
RQD.A23,MQ.7L3,6398.8368,B1,INT,26,LQTAA.7L3,LQTAA_7L3
RQD.A34,MQ.7R3,6928.8998,B2,EXT,26,LQTAB.7R3,LQTAB_7R3
RQD.A34,MQ.8R3,6967.9648,B1,INT,25,LQTBA.8R3,LQTBA_08R3
RQD.A34,MQ.9R3,7007.0308,B2,EXT,27,LQTED.9R3,LQTED_09R3
RQD.A34,MQ.10R3,7047.4948,B1,INT,24,LQTBA.10R3,LQTBA_10R3
RQD.A34,MQ.11R3,7100.2765,B2,EXT,28,LQTCM.11R3,LQTCM_11R3
RQD.A34,MQ.12R3,7155.2165,B1,INT,23,LQATS.12R3,LQATS_12R3
RQD.A34,MQ.13R3,7208.6665,B2,EXT,29,LQATA.13R3,LQATA_13R3
RQD.A34,MQ.14R3,7262.1165,B1,INT,22,LQATS.14R3,LQATS_14R3
RQD.A34,MQ.15R3,7315.5665,B2,EXT,30,LQATD.15R3,LQATD_15R3
RQD.A34,MQ.16R3,7369.0165,B1,INT,21,LQATS.16R3,LQATS_16R3
RQD.A34,MQ.17R3,7422.4665,B2,EXT,31,LQATA.17R3,LQATA_17R3
RQD.A34,MQ.18R3,7475.9165,B1,INT,20,LQATS.18R3,LQATS_18R3
RQD.A34,MQ.19R3,7529.3665,B2,EXT,32,LQATD.19R3,LQATD_19R3
RQD.A34,MQ.20R3,7582.8165,B1,INT,19,LQATS.20R3,LQATS_20R3
RQD.A34,MQ.21R3,7636.2665,B2,EXT,33,LQATA.21R3,LQATA_21R3
RQD.A34,MQ.22R3,7689.7165,B1,INT,18,LQOBA.22R3,LQOBA_22R3
RQD.A34,MQ.23R3,7743.1665,B2,EXT,34,LQASB.23R3,LQASB_23R3
RQD.A34,MQ.24R3,7796.6165,B1,INT,17,LQOBA.24R3,LQOBA_24R3
RQD.A34,MQ.25R3,7850.0665,B2,EXT,35,LQOAA.25R3,LQOAA_25R3
RQD.A34,MQ.26R3,7903.5165,B1,INT,16,LQOBA.26R3,LQOBA_26R3
RQD.A34,MQ.27R3,7956.9665,B2,EXT,36,LQASB.27R3,LQASB_27R3
RQD.A34,MQ.28R3,8010.4165,B1,INT,15,LQOBA.28R3,LQOBA_28R3
RQD.A34,MQ.29R3,8063.8665,B2,EXT,37,LQOAI.29R3,LQOAI_29R3
RQD.A34,MQ.30R3,8117.3165,B1,INT,14,LQOBK.30R3,LQOBK_30R3
RQD.A34,MQ.31R3,8170.7665,B2,EXT,38,LQOAC.31R3,LQOAC_31R3
RQD.A34,MQ.32R3,8224.2165,B1,INT,13,LQOBA.32R3,LQOBA_32R3
RQD.A34,MQ.33R3,8277.6665,B2,EXT,39,LQOAK.33R3,LQOAK_33R3
RQD.A34,MQ.34R3,8331.1165,B1,INT,12,LQOBK.34R3,LQOBK_34R3
RQD.A34,MQ.33L4,8384.5665,B2,EXT,40,LQOAI.33L4,LQOAI_33L4
RQD.A34,MQ.32L4,8438.0165,B1,INT,11,LQOBK.32L4,LQOBK_32L4
RQD.A34,MQ.31L4,8491.4665,B2,EXT,41,LQOAC.31L4,LQOAC_31L4
RQD.A34,MQ.30L4,8544.9165,B1,INT,10,LQOBA.30L4,LQOBA_30L4
RQD.A34,MQ.29L4,8598.3665,B2,EXT,42,LQOAI.29L4,LQOAI_29L4
RQD.A34,MQ.28L4,8651.8165,B1,INT,9,LQOBK.28L4,LQOBK_28L4
RQD.A34,MQ.27L4,8705.2665,B2,EXT,43,LQASB.27L4,LQASB_27L4
RQD.A34,MQ.26L4,8758.7165,B1,INT,8,LQOBA.26L4,LQOBA_26L4
RQD.A34,MQ.25L4,8812.1665,B2,EXT,44,LQOBM.25L4,LQOBM_25L4
RQD.A34,MQ.24L4,8865.6165,B1,INT,7,LQOBA.24L4,LQOBA_24L4
RQD.A34,MQ.23L4,8919.0665,B2,EXT,45,LQASG.23L4,LQASG_23L4
RQD.A34,MQ.22L4,8972.5165,B1,INT,6,LQOBA.22L4,LQOBA_22L4
RQD.A34,MQ.21L4,9025.9665,B2,EXT,46,LQATC.21L4,LQATC_21L4
RQD.A34,MQ.20L4,9079.4165,B1,INT,5,LQATS.20L4,LQATS_20L4
RQD.A34,MQ.19L4,9132.8665,B2,EXT,47,LQATF.19L4,LQATF_19L4
RQD.A34,MQ.18L4,9186.3165,B1,INT,4,LQATS.18L4,LQATS_18L4
RQD.A34,MQ.17L4,9239.7665,B2,EXT,48,LQATC.17L4,LQATC_17L4
RQD.A34,MQ.16L4,9293.2165,B1,INT,3,LQATS.16L4,LQATS_16L4
RQD.A34,MQ.15L4,9346.6665,B2,EXT,49,LQATF.15L4,LQATF_15L4
RQD.A34,MQ.14L4,9400.1165,B1,INT,2,LQATS.14L4,LQATS_14L4
RQD.A34,MQ.13L4,9453.5665,B2,EXT,50,LQATC.13L4,LQATC_13L4
RQD.A34,MQ.12L4,9507.0165,B1,INT,1,LQATS.12L4,LQATS_12L4
RQD.A34,MQ.11L4,9560.2515,B2,EXT,51,LQTCB.11L4,LQTCB_11L4
RQD.A45,MQ.11R4,10432.2059,B1,INT,47,LQTCA.11R4,LQTCA_11R4
RQD.A45,MQ.12R4,10487.1459,B2,EXT,1,LQATI.12R4,LQATI_12R4
RQD.A45,MQ.13R4,10540.5959,B1,INT,46,LQATL.13R4,LQATL_13R4
RQD.A45,MQ.14R4,10594.0459,B2,EXT,2,LQATI.14R4,LQATI_14R4
RQD.A45,MQ.15R4,10647.4959,B1,INT,45,LQATP.15R4,LQATP_15R4
RQD.A45,MQ.16R4,10700.9459,B2,EXT,3,LQATI.16R4,LQATI_16R4
RQD.A45,MQ.17R4,10754.3959,B1,INT,44,LQATL.17R4,LQATL_17R4
RQD.A45,MQ.18R4,10807.8459,B2,EXT,4,LQATI.18R4,LQATI_18R4
RQD.A45,MQ.19R4,10861.2959,B1,INT,43,LQATP.19R4,LQATP_19R4
RQD.A45,MQ.20R4,10914.7459,B2,EXT,5,LQATI.20R4,LQATI_20R4
RQD.A45,MQ.21R4,10968.1959,B1,INT,42,LQATL.21R4,LQATL_21R4
RQD.A45,MQ.22R4,11021.6459,B2,EXT,6,LQOAH.22R4,LQOAH_22R4
RQD.A45,MQ.23R4,11075.0959,B1,INT,41,LQASC.23R4,LQASC_23R4
RQD.A45,MQ.24R4,11128.5459,B2,EXT,7,LQOAH.24R4,LQOAH_24R4
RQD.A45,MQ.25R4,11181.9959,B1,INT,40,LQOAQ.25R4,LQOAQ_25R4
RQD.A45,MQ.26R4,11235.4459,B2,EXT,8,LQOAH.26R4,LQOAH_26R4
RQD.A45,MQ.27R4,11288.8959,B1,INT,39,LQASC.27R4,LQASC_27R4
RQD.A45,MQ.28R4,11342.3459,B2,EXT,9,LQOAH.28R4,LQOAH_28R4
RQD.A45,MQ.29R4,11395.7959,B1,INT,38,LQOBE.29R4,LQOBE_29R4
RQD.A45,MQ.30R4,11449.2459,B2,EXT,10,LQOAN.30R4,LQOAN_30R4
RQD.A45,MQ.31R4,11502.6959,B1,INT,37,LQOAU.31R4,LQOAU_31R4
RQD.A45,MQ.32R4,11556.1459,B2,EXT,11,LQOAH.32R4,LQOAH_32R4
RQD.A45,MQ.33R4,11609.5959,B1,INT,36,LQOBI.33R4,LQOBI_33R4
RQD.A45,MQ.34R4,11663.0459,B2,EXT,12,LQOAN.34R4,LQOAN_34R4
RQD.A45,MQ.33L5,11716.4959,B1,INT,35,LQOBE.33L5,LQOBE_33L5
RQD.A45,MQ.32L5,11769.9459,B2,EXT,13,LQOAN.32L5,LQOAN_32L5
RQD.A45,MQ.31L5,11823.3959,B1,INT,34,LQOAU.31L5,LQOAU_31L5
RQD.A45,MQ.30L5,11876.8459,B2,EXT,14,LQOAH.30L5,LQOAH_30L5
RQD.A45,MQ.29L5,11930.2959,B1,INT,33,LQOBE.29L5,LQOBE_29L5
RQD.A45,MQ.28L5,11983.7459,B2,EXT,15,LQOAN.28L5,LQOAN_28L5
RQD.A45,MQ.27L5,12037.1959,B1,INT,32,LQASC.27L5,LQASC_27L5
RQD.A45,MQ.26L5,12090.6459,B2,EXT,16,LQOAH.26L5,LQOAH_26L5
RQD.A45,MQ.25L5,12144.0959,B1,INT,31,LQOAQ.25L5,LQOAQ_25L5
RQD.A45,MQ.24L5,12197.5459,B2,EXT,17,LQOAH.24L5,LQOAH_24L5
RQD.A45,MQ.23L5,12250.9959,B1,INT,30,LQASC.23L5,LQASC_23L5
RQD.A45,MQ.22L5,12304.4459,B2,EXT,18,LQOAH.22L5,LQOAH_22L5
RQD.A45,MQ.21L5,12357.8959,B1,INT,29,LQATL.21L5,LQATL_21L5
RQD.A45,MQ.20L5,12411.3459,B2,EXT,19,LQATI.20L5,LQATI_20L5
RQD.A45,MQ.19L5,12464.7959,B1,INT,28,LQATP.19L5,LQATP_19L5
RQD.A45,MQ.18L5,12518.2459,B2,EXT,20,LQATI.18L5,LQATI_18L5
RQD.A45,MQ.17L5,12571.6959,B1,INT,27,LQATL.17L5,LQATL_17L5
RQD.A45,MQ.16L5,12625.1459,B2,EXT,21,LQATI.16L5,LQATI_16L5
RQD.A45,MQ.15L5,12678.5959,B1,INT,26,LQATP.15L5,LQATP_15L5
RQD.A45,MQ.14L5,12732.0459,B2,EXT,22,LQATI.14L5,LQATI_14L5
RQD.A45,MQ.13L5,12785.4959,B1,INT,25,LQATL.13L5,LQATL_13L5
RQD.A45,MQ.12L5,12838.9459,B2,EXT,23,LQATI.12L5,LQATI_12L5
RQD.A45,MQ.11L5,12892.1809,B1,INT,24,LQTCA.11L5,LQTCA_11L5
RQD.A56,MQ.11R5,13764.9973,B2,INT,24,LQTCH.11R5,LQTCH_11R5
RQD.A56,MQ.12R5,13819.9373,B1,EXT,23,LQATH.12R5,LQATH_12R5
RQD.A56,MQ.13R5,13873.3873,B2,INT,25,LQATM.13R5,LQATM_13R5
RQD.A56,MQ.14R5,13926.8373,B1,EXT,22,LQATH.14R5,LQATH_14R5
RQD.A56,MQ.15R5,13980.2873,B2,INT,26,LQATQ.15R5,LQATQ_15R5
RQD.A56,MQ.16R5,14033.7373,B1,EXT,21,LQATH.16R5,LQATH_16R5
RQD.A56,MQ.17R5,14087.1873,B2,INT,27,LQATM.17R5,LQATM_17R5
RQD.A56,MQ.18R5,14140.6373,B1,EXT,20,LQATH.18R5,LQATH_18R5
RQD.A56,MQ.19R5,14194.0873,B2,INT,28,LQATQ.19R5,LQATQ_19R5
RQD.A56,MQ.20R5,14247.5373,B1,EXT,19,LQATH.20R5,LQATH_20R5
RQD.A56,MQ.21R5,14300.9873,B2,INT,29,LQATM.21R5,LQATM_21R5
RQD.A56,MQ.22R5,14354.4373,B1,EXT,18,LQOAG.22R5,LQOAG_22R5
RQD.A56,MQ.23R5,14407.8873,B2,INT,30,LQASE.23R5,LQASE_23R5
RQD.A56,MQ.24R5,14461.3373,B1,EXT,17,LQOAG.24R5,LQOAG_24R5
RQD.A56,MQ.25R5,14514.7873,B2,INT,31,LQOAR.25R5,LQOAR_25R5
RQD.A56,MQ.26R5,14568.2373,B1,EXT,16,LQOAG.26R5,LQOAG_26R5
RQD.A56,MQ.27R5,14621.6873,B2,INT,32,LQASE.27R5,LQASE_27R5
RQD.A56,MQ.28R5,14675.1373,B1,EXT,15,LQOAG.28R5,LQOAG_28R5
RQD.A56,MQ.29R5,14728.5873,B2,INT,33,LQOBF.29R5,LQOBF_29R5
RQD.A56,MQ.30R5,14782.0373,B1,EXT,14,LQOAM.30R5,LQOAM_30R5
RQD.A56,MQ.31R5,14835.4873,B2,INT,34,LQOAV.31R5,LQOAV_31R5
RQD.A56,MQ.32R5,14888.9373,B1,EXT,13,LQOAG.32R5,LQOAG_32R5
RQD.A56,MQ.33R5,14942.3873,B2,INT,35,LQOBJ.33R5,LQOBJ_33R5
RQD.A56,MQ.34R5,14995.8373,B1,EXT,12,LQOAM.34R5,LQOAM_34R5
RQD.A56,MQ.33L6,15049.2873,B2,INT,36,LQOBF.33L6,LQOBF_33L6
RQD.A56,MQ.32L6,15102.7373,B1,EXT,11,LQOAM.32L6,LQOAM_32L6
RQD.A56,MQ.31L6,15156.1873,B2,INT,37,LQOAV.31L6,LQOAV_31L6
RQD.A56,MQ.30L6,15209.6373,B1,EXT,10,LQOAG.30L6,LQOAG_30L6
RQD.A56,MQ.29L6,15263.0873,B2,INT,38,LQOBF.29L6,LQOBF_29L6
RQD.A56,MQ.28L6,15316.5373,B1,EXT,9,LQOAM.28L6,LQOAM_28L6
RQD.A56,MQ.27L6,15369.9873,B2,INT,39,LQASE.27L6,LQASE_27L6
RQD.A56,MQ.26L6,15423.4373,B1,EXT,8,LQOAG.26L6,LQOAG_26L6
RQD.A56,MQ.25L6,15476.8873,B2,INT,40,LQOAR.25L6,LQOAR_25L6
RQD.A56,MQ.24L6,15530.3373,B1,EXT,7,LQOAG.24L6,LQOAG_24L6
RQD.A56,MQ.23L6,15583.7873,B2,INT,41,LQASE.23L6,LQASE_23L6
RQD.A56,MQ.22L6,15637.2373,B1,EXT,6,LQOAG.22L6,LQOAG_22L6
RQD.A56,MQ.21L6,15690.6873,B2,INT,42,LQATM.21L6,LQATM_21L6
RQD.A56,MQ.20L6,15744.1373,B1,EXT,5,LQATH.20L6,LQATH_20L6
RQD.A56,MQ.19L6,15797.5873,B2,INT,43,LQATQ.19L6,LQATQ_19L6
RQD.A56,MQ.18L6,15851.0373,B1,EXT,4,LQATH.18L6,LQATH_18L6
RQD.A56,MQ.17L6,15904.4873,B2,INT,44,LQATM.17L6,LQATM_17L6
RQD.A56,MQ.16L6,15957.9373,B1,EXT,3,LQATH.16L6,LQATH_16L6
RQD.A56,MQ.15L6,16011.3873,B2,INT,45,LQATQ.15L6,LQATQ_15L6
RQD.A56,MQ.14L6,16064.8373,B1,EXT,2,LQATH.14L6,LQATH_14L6
RQD.A56,MQ.13L6,16118.2873,B2,INT,46,LQATM.13L6,LQATM_13L6
RQD.A56,MQ.12L6,16171.7373,B1,EXT,1,LQATH.12L6,LQATH_12L6
RQD.A56,MQ.11L6,16224.9723,B2,INT,47,LQTCH.11L6,LQTCH_11L6
RQD.A67,MQ.11R6,17096.9267,B1,EXT,51,LQTCL.11R6,LQTCL_11R6
RQD.A67,MQ.12R6,17151.8667,B2,INT,1,LQATT.12R6,LQATT_12R6
RQD.A67,MQ.13R6,17205.3167,B1,EXT,50,LQATB.13R6,LQATB_13R6
RQD.A67,MQ.14R6,17258.7667,B2,INT,2,LQATT.14R6,LQATT_14R6
RQD.A67,MQ.15R6,17312.2167,B1,EXT,49,LQATE.15R6,LQATE_15R6
RQD.A67,MQ.16R6,17365.6667,B2,INT,3,LQATT.16R6,LQATT_16R6
RQD.A67,MQ.17R6,17419.1167,B1,EXT,48,LQATB.17R6,LQATB_17R6
RQD.A67,MQ.18R6,17472.5667,B2,INT,4,LQATT.18R6,LQATT_18R6
RQD.A67,MQ.19R6,17526.0167,B1,EXT,47,LQATE.19R6,LQATE_19R6
RQD.A67,MQ.20R6,17579.4667,B2,INT,5,LQATT.20R6,LQATT_20R6
RQD.A67,MQ.21R6,17632.9167,B1,EXT,46,LQATB.21R6,LQATB_21R6
RQD.A67,MQ.22R6,17686.3667,B2,INT,6,LQOBB.22R6,LQOBB_22R6
RQD.A67,MQ.23R6,17739.8167,B1,EXT,45,LQASA.23R6,LQASA_23R6
RQD.A67,MQ.24R6,17793.2667,B2,INT,7,LQOBB.24R6,LQOBB_24R6
RQD.A67,MQ.25R6,17846.7167,B1,EXT,44,LQOAB.25R6,LQOAB_25R6
RQD.A67,MQ.26R6,17900.1667,B2,INT,8,LQOBB.26R6,LQOBB_26R6
RQD.A67,MQ.27R6,17953.6167,B1,EXT,43,LQASA.27R6,LQASA_27R6
RQD.A67,MQ.28R6,18007.0667,B2,INT,9,LQOBB.28R6,LQOBB_28R6
RQD.A67,MQ.29R6,18060.5167,B1,EXT,42,LQOAJ.29R6,LQOAJ_29R6
RQD.A67,MQ.30R6,18113.9667,B2,INT,10,LQOBL.30R6,LQOBL_30R6
RQD.A67,MQ.31R6,18167.4167,B1,EXT,41,LQOAD.31R6,LQOAD_31R6
RQD.A67,MQ.32R6,18220.8667,B2,INT,11,LQOBB.32R6,LQOBB_32R6
RQD.A67,MQ.33R6,18274.3167,B1,EXT,40,LQOAL.33R6,LQOAL_33R6
RQD.A67,MQ.34R6,18327.7667,B2,INT,12,LQOBL.34R6,LQOBL_34R6
RQD.A67,MQ.33L7,18381.2167,B1,EXT,39,LQOAJ.33L7,LQOAJ_33L7
RQD.A67,MQ.32L7,18434.6667,B2,INT,13,LQOBL.32L7,LQOBL_32L7
RQD.A67,MQ.31L7,18488.1167,B1,EXT,38,LQOAD.31L7,LQOAD_31L7
RQD.A67,MQ.30L7,18541.5667,B2,INT,14,LQOBB.30L7,LQOBB_30L7
RQD.A67,MQ.29L7,18595.0167,B1,EXT,37,LQOAJ.29L7,LQOAJ_29L7
RQD.A67,MQ.28L7,18648.4667,B2,INT,15,LQOBL.28L7,LQOBL_28L7
RQD.A67,MQ.27L7,18701.9167,B1,EXT,36,LQASA.27L7,LQASA_27L7
RQD.A67,MQ.26L7,18755.3667,B2,INT,16,LQOBB.26L7,LQOBB_26L7
RQD.A67,MQ.25L7,18808.8167,B1,EXT,35,LQOAB.25L7,LQOAB_25L7
RQD.A67,MQ.24L7,18862.2667,B2,INT,17,LQOBB.24L7,LQOBB_24L7
RQD.A67,MQ.23L7,18915.7167,B1,EXT,34,LQASA.23L7,LQASA_23L7
RQD.A67,MQ.22L7,18969.1667,B2,INT,18,LQOBB.22L7,LQOBB_22L7
RQD.A67,MQ.21L7,19022.6167,B1,EXT,33,LQATB.21L7,LQATB_21L7
RQD.A67,MQ.20L7,19076.0667,B2,INT,19,LQATT.20L7,LQATT_20L7
RQD.A67,MQ.19L7,19129.5167,B1,EXT,32,LQATE.19L7,LQATE_19L7
RQD.A67,MQ.18L7,19182.9667,B2,INT,20,LQATT.18L7,LQATT_18L7
RQD.A67,MQ.17L7,19236.4167,B1,EXT,31,LQATB.17L7,LQATB_17L7
RQD.A67,MQ.16L7,19289.8667,B2,INT,21,LQATT.16L7,LQATT_16L7
RQD.A67,MQ.15L7,19343.3167,B1,EXT,30,LQATE.15L7,LQATE_15L7
