circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,R_ground,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RCBCH8.L4B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.021238087,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.L5B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.031961352,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.L6B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.03039661,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.L7B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.031986132,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.L8B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.020459975,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R1B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.027462486,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R2B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.021790377,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R3B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.230017071,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R4B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.019441978,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R5B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.028625258,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R6B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.028011036,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R7B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.026484156,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH8.R8B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.042891125,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L1B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.048221894,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L2B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.038130998,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L3B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.039628212,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L4B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.031149548,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L5B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.049677909,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L6B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.046886737,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L7B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.048140974,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.L8B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.036211774,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R1B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.045677041,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R2B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.037949399,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R3B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.244227495,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R4B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.028602878,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R5B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.045740202,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R6B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.041798553,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R7B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.042792057,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCH9.R8B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.033642206,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCHS5.L8B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.036952119,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCHS5.L8B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.03717692,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCHS5.R2B1,MCBCH,1,2.84,4.22E-09,1.00E+09,0.029293952,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCHS5.R2B2,MCBCH,1,2.84,4.22E-09,1.00E+09,0.028421512,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L1B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.050432229,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.053052357,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L3B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.051709917,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L4B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.044101712,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L5B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.051363224,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L6B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.04993757,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L7B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.050133396,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.L8B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.043356017,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R1B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.049021731,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R2B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.042320733,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R3B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.259742096,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R4B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.042031646,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R5B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.04936405,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R6B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.047378496,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R7B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.059529918,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV10.R8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.05028173,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV5.L1B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.093588542,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV5.L5B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.032021943,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV5.L8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.037351845,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV5.R1B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.080343928,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV5.R2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.0287952,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV5.R5B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.035115713,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.L1B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.057159779,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.L2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.071579202,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.L3B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.041882974,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.L5B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.042636151,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.L7B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.035575083,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.L8B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.043719482,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.R1B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.044399918,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.R2B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.020505986,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.R3B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.206469374,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.R5B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.048908246,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.R7B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.057306282,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV6.R8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.040320944,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L1B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.03643709,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L2B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.055944907,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L3B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.02139145,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L4B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.025851599,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L5B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.035074541,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L7B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.038181691,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.023400322,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R1B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.023884164,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.020199933,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R3B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.219382461,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R4B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.029403773,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
