ds [m],sAvePositions [m],x3Dsurf 1 [m],x3Dsurf 2 [m],y3Dsurf 1 [m],y3Dsurf 2 [m],z3Dsurf 1 [m],z3Dsurf 2 [m],x3Dsurf_2 1 [m],x3Dsurf_2 2 [m],y3Dsurf_2 1 [m],y3Dsurf_2 2 [m],z3Dsurf_2 1 [m],z3Dsurf_2 2 [m],nodeToHalfTurn [-],TransportCurrent [A],Bx [T],By [T],Bz [T],Bl [T],Bh [T],Bw [T]
0.001,0.1485,0.000625,0.000625,-0.000365,0.000365,0.148,0.148,-0.000625,0.000625,0.000365,0.000365,0.148,0.148,1,1,0,0.007235698,0,0,0.007235698,0
0.001,0.1495,0.000625,0.000625,-0.000365,0.000365,0.149,0.149,-0.000625,0.000625,0.000365,0.000365,0.149,0.149,1,1,0,0.007126385,0,0,0.007126385,0
0.001,0.1505,0.000625,0.000625,-0.000365,0.000365,0.15,0.15,-0.000625,0.000625,0.000365,0.000365,0.15,0.15,1,1,0,0.007015314,0,0,0.007015314,0
0.001,0.1515,0.000625,0.000625,-0.000365,0.000365,0.151,0.151,-0.000625,0.000625,0.000365,0.000365,0.151,0.151,1,1,0,0.006902512,0,0,0.006902512,0
0.001,0.1525,0.000625,0.000625,-0.000365,0.000365,0.152,0.152,-0.000625,0.000625,0.000365,0.000365,0.152,0.152,1,1,0,0.006788007,0,0,0.006788007,0
0.001,0.1535,0.000625,0.000625,-0.000365,0.000365,0.153,0.153,-0.000625,0.000625,0.000365,0.000365,0.153,0.153,1,1,0,0.006671828,0,0,0.006671828,0
0.001,0.1545,0.000625,0.000625,-0.000365,0.000365,0.154,0.154,-0.000625,0.000625,0.000365,0.000365,0.154,0.154,1,1,0,0.006554002,0,0,0.006554002,0
0.001,0.1555,0.000625,0.000625,-0.000365,0.000365,0.155,0.155,-0.000625,0.000625,0.000365,0.000365,0.155,0.155,1,1,0,0.006434559,0,0,0.006434559,0
0.001,0.1565,0.000625,0.000625,-0.000365,0.000365,0.156,0.156,-0.000625,0.000625,0.000365,0.000365,0.156,0.156,1,1,0,0.006313528,0,0,0.006313528,0
0.001,0.1575,0.000625,0.000625,-0.000365,0.000365,0.157,0.157,-0.000625,0.000625,0.000365,0.000365,0.157,0.157,1,1,0,0.006190939,0,0,0.006190939,0
0.001,0.1585,0.000625,0.000625,-0.000365,0.000365,0.158,0.158,-0.000625,0.000625,0.000365,0.000365,0.158,0.158,1,1,0,0.006066824,0,0,0.006066824,0
0.001,0.1595,0.000625,0.000625,-0.000365,0.000365,0.159,0.159,-0.000625,0.000625,0.000365,0.000365,0.159,0.159,1,1,0,0.005941211,0,0,0.005941211,0
0.001,0.1605,0.000625,0.000625,-0.000365,0.000365,0.16,0.16,-0.000625,0.000625,0.000365,0.000365,0.16,0.16,1,1,0,0.005814132,0,0,0.005814132,0
0.001,0.1615,0.000625,0.000625,-0.000365,0.000365,0.161,0.161,-0.000625,0.000625,0.000365,0.000365,0.161,0.161,1,1,0,0.005685619,0,0,0.005685619,0
0.001,0.1625,0.000625,0.000625,-0.000365,0.000365,0.162,0.162,-0.000625,0.000625,0.000365,0.000365,0.162,0.162,1,1,0,0.005555702,0,0,0.005555702,0
0.001,0.1635,0.000625,0.000625,-0.000365,0.000365,0.163,0.163,-0.000625,0.000625,0.000365,0.000365,0.163,0.163,1,1,0,0.005424415,0,0,0.005424415,0
0.001,0.1645,0.000625,0.000625,-0.000365,0.000365,0.164,0.164,-0.000625,0.000625,0.000365,0.000365,0.164,0.164,1,1,0,0.00529179,0,0,0.00529179,0
0.001,0.1655,0.000625,0.000625,-0.000365,0.000365,0.165,0.165,-0.000625,0.000625,0.000365,0.000365,0.165,0.165,1,1,0,0.005157859,0,0,0.005157859,0
0.001,0.1665,0.000625,0.000625,-0.000365,0.000365,0.166,0.166,-0.000625,0.000625,0.000365,0.000365,0.166,0.166,1,1,0,0.005022655,0,0,0.005022655,0
0.001,0.1675,0.000625,0.000625,-0.000365,0.000365,0.167,0.167,-0.000625,0.000625,0.000365,0.000365,0.167,0.167,1,1,0,0.004886212,0,0,0.004886212,0
0.001,0.1685,0.000625,0.000625,-0.000365,0.000365,0.168,0.168,-0.000625,0.000625,0.000365,0.000365,0.168,0.168,1,1,0,0.004748564,0,0,0.004748564,0
0.001,0.1695,0.000625,0.000625,-0.000365,0.000365,0.169,0.169,-0.000625,0.000625,0.000365,0.000365,0.169,0.169,1,1,0,0.004609744,0,0,0.004609744,0
0.001,0.1705,0.000625,0.000625,-0.000365,0.000365,0.17,0.17,-0.000625,0.000625,0.000365,0.000365,0.17,0.17,1,1,0,0.004469786,0,0,0.004469786,0
0.001,0.1715,0.000625,0.000625,-0.000365,0.000365,0.171,0.171,-0.000625,0.000625,0.000365,0.000365,0.171,0.171,1,1,0,0.004328726,0,0,0.004328726,0
0.001,0.1725,0.000625,0.000625,-0.000365,0.000365,0.172,0.172,-0.000625,0.000625,0.000365,0.000365,0.172,0.172,1,1,0,0.004186597,0,0,0.004186597,0
0.001,0.1735,0.000625,0.000625,-0.000365,0.000365,0.173,0.173,-0.000625,0.000625,0.000365,0.000365,0.173,0.173,1,1,0,0.004043436,0,0,0.004043436,0
0.001,0.1745,0.000625,0.000625,-0.000365,0.000365,0.174,0.174,-0.000625,0.000625,0.000365,0.000365,0.174,0.174,1,1,0,0.003899277,0,0,0.003899277,0
0.001,0.1755,0.000625,0.000625,-0.000365,0.000365,0.175,0.175,-0.000625,0.000625,0.000365,0.000365,0.175,0.175,1,1,0,0.003754156,0,0,0.003754156,0
0.001,0.1765,0.000625,0.000625,-0.000365,0.000365,0.176,0.176,-0.000625,0.000625,0.000365,0.000365,0.176,0.176,1,1,0,0.003608108,0,0,0.003608108,0
0.001,0.1775,0.000625,0.000625,-0.000365,0.000365,0.177,0.177,-0.000625,0.000625,0.000365,0.000365,0.177,0.177,1,1,0,0.003461171,0,0,0.003461171,0
0.001,0.1785,0.000625,0.000625,-0.000365,0.000365,0.178,0.178,-0.000625,0.000625,0.000365,0.000365,0.178,0.178,1,1,0,0.003313379,0,0,0.003313379,0
0.001,0.1795,0.000625,0.000625,-0.000365,0.000365,0.179,0.179,-0.000625,0.000625,0.000365,0.000365,0.179,0.179,1,1,0,0.00316477,0,0,0.00316477,0
0.001,0.1805,0.000625,0.000625,-0.000365,0.000365,0.18,0.18,-0.000625,0.000625,0.000365,0.000365,0.18,0.18,1,1,0,0.00301538,0,0,0.00301538,0
0.001,0.1815,0.000625,0.000625,-0.000365,0.000365,0.181,0.181,-0.000625,0.000625,0.000365,0.000365,0.181,0.181,1,1,0,0.002865246,0,0,0.002865246,0
0.001,0.1825,0.000625,0.000625,-0.000365,0.000365,0.182,0.182,-0.000625,0.000625,0.000365,0.000365,0.182,0.182,1,1,0,0.002714404,0,0,0.002714404,0
0.001,0.1835,0.000625,0.000625,-0.000365,0.000365,0.183,0.183,-0.000625,0.000625,0.000365,0.000365,0.183,0.183,1,1,0,0.002562894,0,0,0.002562894,0
0.001,0.1845,0.000625,0.000625,-0.000365,0.000365,0.184,0.184,-0.000625,0.000625,0.000365,0.000365,0.184,0.184,1,1,0,0.002410751,0,0,0.002410751,0
0.001,0.1855,0.000625,0.000625,-0.000365,0.000365,0.185,0.185,-0.000625,0.000625,0.000365,0.000365,0.185,0.185,1,1,0,0.002258013,0,0,0.002258013,0
0.001,0.1865,0.000625,0.000625,-0.000365,0.000365,0.186,0.186,-0.000625,0.000625,0.000365,0.000365,0.186,0.186,1,1,0,0.002104718,0,0,0.002104718,0
0.001,0.1875,0.000625,0.000625,-0.000365,0.000365,0.187,0.187,-0.000625,0.000625,0.000365,0.000365,0.187,0.187,1,1,0,0.001950903,0,0,0.001950903,0
0.001,0.1885,0.000625,0.000625,-0.000365,0.000365,0.188,0.188,-0.000625,0.000625,0.000365,0.000365,0.188,0.188,1,1,0,0.001796607,0,0,0.001796607,0
0.001,0.1895,0.000625,0.000625,-0.000365,0.000365,0.189,0.189,-0.000625,0.000625,0.000365,0.000365,0.189,0.189,1,1,0,0.001641868,0,0,0.001641868,0
0.001,0.1905,0.000625,0.000625,-0.000365,0.000365,0.19,0.19,-0.000625,0.000625,0.000365,0.000365,0.19,0.19,1,1,0,0.001486724,0,0,0.001486724,0
0.001,0.1915,0.000625,0.000625,-0.000365,0.000365,0.191,0.191,-0.000625,0.000625,0.000365,0.000365,0.191,0.191,1,1,0,0.001331213,0,0,0.001331213,0
0.001,0.1925,0.000625,0.000625,-0.000365,0.000365,0.192,0.192,-0.000625,0.000625,0.000365,0.000365,0.192,0.192,1,1,0,0.001175374,0,0,0.001175374,0
0.001,0.1935,0.000625,0.000625,-0.000365,0.000365,0.193,0.193,-0.000625,0.000625,0.000365,0.000365,0.193,0.193,1,1,0,0.001019245,0,0,0.001019245,0
0.001,0.1945,0.000625,0.000625,-0.000365,0.000365,0.194,0.194,-0.000625,0.000625,0.000365,0.000365,0.194,0.194,1,1,0,0.000862864,0,0,0.000862864,0
0.001,0.1955,0.000625,0.000625,-0.000365,0.000365,0.195,0.195,-0.000625,0.000625,0.000365,0.000365,0.195,0.195,1,1,0,0.00070627,0,0,0.00070627,0
0.001,0.1965,0.000625,0.000625,-0.000365,0.000365,0.196,0.196,-0.000625,0.000625,0.000365,0.000365,0.196,0.196,1,1,0,0.000549502,0,0,0.000549502,0
0.001,0.1975,0.000625,0.000625,-0.000365,0.000365,0.197,0.197,-0.000625,0.000625,0.000365,0.000365,0.197,0.197,1,1,0,0.000392598,0,0,0.000392598,0
0.001,0.1985,0.000625,0.000625,-0.000365,0.000365,0.198,0.198,-0.000625,0.000625,0.000365,0.000365,0.198,0.198,1,1,0,0.000235598,0,0,0.000235598,0
0.001,0.1995,0.000625,0.000625,-0.000365,0.000365,0.199,0.199,-0.000625,0.000625,0.000365,0.000365,0.199,0.199,1,1,0,7.85E-05,0,0,7.85E-05,0
0.001,0.2005,0.000625,0.000625,-0.000365,0.000365,0.2,0.2,-0.000625,0.000625,0.000365,0.000365,0.2,0.2,1,1,0,-7.85E-05,0,0,-7.85E-05,0
0.001,0.2015,0.000625,0.000625,-0.000365,0.000365,0.201,0.201,-0.000625,0.000625,0.000365,0.000365,0.201,0.201,1,1,0,-0.000235598,0,0,-0.000235598,0
0.001,0.2025,0.000625,0.000625,-0.000365,0.000365,0.202,0.202,-0.000625,0.000625,0.000365,0.000365,0.202,0.202,1,1,0,-0.000392598,0,0,-0.000392598,0
0.001,0.2035,0.000625,0.000625,-0.000365,0.000365,0.203,0.203,-0.000625,0.000625,0.000365,0.000365,0.203,0.203,1,1,0,-0.000549502,0,0,-0.000549502,0
0.001,0.2045,0.000625,0.000625,-0.000365,0.000365,0.204,0.204,-0.000625,0.000625,0.000365,0.000365,0.204,0.204,1,1,0,-0.00070627,0,0,-0.00070627,0
0.001,0.2055,0.000625,0.000625,-0.000365,0.000365,0.205,0.205,-0.000625,0.000625,0.000365,0.000365,0.205,0.205,1,1,0,-0.000862864,0,0,-0.000862864,0
0.001,0.2065,0.000625,0.000625,-0.000365,0.000365,0.206,0.206,-0.000625,0.000625,0.000365,0.000365,0.206,0.206,1,1,0,-0.001019245,0,0,-0.001019245,0
0.001,0.2075,0.000625,0.000625,-0.000365,0.000365,0.207,0.207,-0.000625,0.000625,0.000365,0.000365,0.207,0.207,1,1,0,-0.001175374,0,0,-0.001175374,0
0.001,0.2085,0.000625,0.000625,-0.000365,0.000365,0.208,0.208,-0.000625,0.000625,0.000365,0.000365,0.208,0.208,1,1,0,-0.001331213,0,0,-0.001331213,0
0.001,0.2095,0.000625,0.000625,-0.000365,0.000365,0.209,0.209,-0.000625,0.000625,0.000365,0.000365,0.209,0.209,1,1,0,-0.001486724,0,0,-0.001486724,0
0.001,0.2105,0.000625,0.000625,-0.000365,0.000365,0.21,0.21,-0.000625,0.000625,0.000365,0.000365,0.21,0.21,1,1,0,-0.001641868,0,0,-0.001641868,0
0.001,0.2115,0.000625,0.000625,-0.000365,0.000365,0.211,0.211,-0.000625,0.000625,0.000365,0.000365,0.211,0.211,1,1,0,-0.001796607,0,0,-0.001796607,0
0.001,0.2125,0.000625,0.000625,-0.000365,0.000365,0.212,0.212,-0.000625,0.000625,0.000365,0.000365,0.212,0.212,1,1,0,-0.001950903,0,0,-0.001950903,0
0.001,0.2135,0.000625,0.000625,-0.000365,0.000365,0.213,0.213,-0.000625,0.000625,0.000365,0.000365,0.213,0.213,1,1,0,-0.002104718,0,0,-0.002104718,0
0.001,0.2145,0.000625,0.000625,-0.000365,0.000365,0.214,0.214,-0.000625,0.000625,0.000365,0.000365,0.214,0.214,1,1,0,-0.002258013,0,0,-0.002258013,0
0.001,0.2155,0.000625,0.000625,-0.000365,0.000365,0.215,0.215,-0.000625,0.000625,0.000365,0.000365,0.215,0.215,1,1,0,-0.002410751,0,0,-0.002410751,0
0.001,0.2165,0.000625,0.000625,-0.000365,0.000365,0.216,0.216,-0.000625,0.000625,0.000365,0.000365,0.216,0.216,1,1,0,-0.002562894,0,0,-0.002562894,0
0.001,0.2175,0.000625,0.000625,-0.000365,0.000365,0.217,0.217,-0.000625,0.000625,0.000365,0.000365,0.217,0.217,1,1,0,-0.002714404,0,0,-0.002714404,0
0.001,0.2185,0.000625,0.000625,-0.000365,0.000365,0.218,0.218,-0.000625,0.000625,0.000365,0.000365,0.218,0.218,1,1,0,-0.002865246,0,0,-0.002865246,0
0.001,0.2195,0.000625,0.000625,-0.000365,0.000365,0.219,0.219,-0.000625,0.000625,0.000365,0.000365,0.219,0.219,1,1,0,-0.00301538,0,0,-0.00301538,0
0.001,0.2205,0.000625,0.000625,-0.000365,0.000365,0.22,0.22,-0.000625,0.000625,0.000365,0.000365,0.22,0.22,1,1,0,-0.00316477,0,0,-0.00316477,0
0.001,0.2215,0.000625,0.000625,-0.000365,0.000365,0.221,0.221,-0.000625,0.000625,0.000365,0.000365,0.221,0.221,1,1,0,-0.003313379,0,0,-0.003313379,0
0.001,0.2225,0.000625,0.000625,-0.000365,0.000365,0.222,0.222,-0.000625,0.000625,0.000365,0.000365,0.222,0.222,1,1,0,-0.003461171,0,0,-0.003461171,0
0.001,0.2235,0.000625,0.000625,-0.000365,0.000365,0.223,0.223,-0.000625,0.000625,0.000365,0.000365,0.223,0.223,1,1,0,-0.003608108,0,0,-0.003608108,0
0.001,0.2245,0.000625,0.000625,-0.000365,0.000365,0.224,0.224,-0.000625,0.000625,0.000365,0.000365,0.224,0.224,1,1,0,-0.003754156,0,0,-0.003754156,0
0.001,0.2255,0.000625,0.000625,-0.000365,0.000365,0.225,0.225,-0.000625,0.000625,0.000365,0.000365,0.225,0.225,1,1,0,-0.003899277,0,0,-0.003899277,0
0.001,0.2265,0.000625,0.000625,-0.000365,0.000365,0.226,0.226,-0.000625,0.000625,0.000365,0.000365,0.226,0.226,1,1,0,-0.004043436,0,0,-0.004043436,0
0.001,0.2275,0.000625,0.000625,-0.000365,0.000365,0.227,0.227,-0.000625,0.000625,0.000365,0.000365,0.227,0.227,1,1,0,-0.004186597,0,0,-0.004186597,0
0.001,0.2285,0.000625,0.000625,-0.000365,0.000365,0.228,0.228,-0.000625,0.000625,0.000365,0.000365,0.228,0.228,1,1,0,-0.004328726,0,0,-0.004328726,0
0.001,0.2295,0.000625,0.000625,-0.000365,0.000365,0.229,0.229,-0.000625,0.000625,0.000365,0.000365,0.229,0.229,1,1,0,-0.004469786,0,0,-0.004469786,0
0.001,0.2305,0.000625,0.000625,-0.000365,0.000365,0.23,0.23,-0.000625,0.000625,0.000365,0.000365,0.23,0.23,1,1,0,-0.004609744,0,0,-0.004609744,0
0.001,0.2315,0.000625,0.000625,-0.000365,0.000365,0.231,0.231,-0.000625,0.000625,0.000365,0.000365,0.231,0.231,1,1,0,-0.004748564,0,0,-0.004748564,0
0.001,0.2325,0.000625,0.000625,-0.000365,0.000365,0.232,0.232,-0.000625,0.000625,0.000365,0.000365,0.232,0.232,1,1,0,-0.004886212,0,0,-0.004886212,0
0.001,0.2335,0.000625,0.000625,-0.000365,0.000365,0.233,0.233,-0.000625,0.000625,0.000365,0.000365,0.233,0.233,1,1,0,-0.005022655,0,0,-0.005022655,0
0.001,0.2345,0.000625,0.000625,-0.000365,0.000365,0.234,0.234,-0.000625,0.000625,0.000365,0.000365,0.234,0.234,1,1,0,-0.005157859,0,0,-0.005157859,0
0.001,0.2355,0.000625,0.000625,-0.000365,0.000365,0.235,0.235,-0.000625,0.000625,0.000365,0.000365,0.235,0.235,1,1,0,-0.00529179,0,0,-0.00529179,0
0.001,0.2365,0.000625,0.000625,-0.000365,0.000365,0.236,0.236,-0.000625,0.000625,0.000365,0.000365,0.236,0.236,1,1,0,-0.005424415,0,0,-0.005424415,0
0.001,0.2375,0.000625,0.000625,-0.000365,0.000365,0.237,0.237,-0.000625,0.000625,0.000365,0.000365,0.237,0.237,1,1,0,-0.005555702,0,0,-0.005555702,0
0.001,0.2385,0.000625,0.000625,-0.000365,0.000365,0.238,0.238,-0.000625,0.000625,0.000365,0.000365,0.238,0.238,1,1,0,-0.005685619,0,0,-0.005685619,0
0.001,0.2395,0.000625,0.000625,-0.000365,0.000365,0.239,0.239,-0.000625,0.000625,0.000365,0.000365,0.239,0.239,1,1,0,-0.005814132,0,0,-0.005814132,0
0.001,0.2405,0.000625,0.000625,-0.000365,0.000365,0.24,0.24,-0.000625,0.000625,0.000365,0.000365,0.24,0.24,1,1,0,-0.005941211,0,0,-0.005941211,0
0.001,0.2415,0.000625,0.000625,-0.000365,0.000365,0.241,0.241,-0.000625,0.000625,0.000365,0.000365,0.241,0.241,1,1,0,-0.006066824,0,0,-0.006066824,0
0.001,0.2425,0.000625,0.000625,-0.000365,0.000365,0.242,0.242,-0.000625,0.000625,0.000365,0.000365,0.242,0.242,1,1,0,-0.006190939,0,0,-0.006190939,0
0.001,0.2435,0.000625,0.000625,-0.000365,0.000365,0.243,0.243,-0.000625,0.000625,0.000365,0.000365,0.243,0.243,1,1,0,-0.006313528,0,0,-0.006313528,0
0.001,0.2445,0.000625,0.000625,-0.000365,0.000365,0.244,0.244,-0.000625,0.000625,0.000365,0.000365,0.244,0.244,1,1,0,-0.006434559,0,0,-0.006434559,0
0.001,0.2455,0.000625,0.000625,-0.000365,0.000365,0.245,0.245,-0.000625,0.000625,0.000365,0.000365,0.245,0.245,1,1,0,-0.006554002,0,0,-0.006554002,0
0.001,0.2465,0.000625,0.000625,-0.000365,0.000365,0.246,0.246,-0.000625,0.000625,0.000365,0.000365,0.246,0.246,1,1,0,-0.006671828,0,0,-0.006671828,0
0.001,0.2475,0.000625,0.000625,-0.000365,0.000365,0.247,0.247,-0.000625,0.000625,0.000365,0.000365,0.247,0.247,1,1,0,-0.006788007,0,0,-0.006788007,0
0.001,0.2485,0.000625,0.000625,-0.000365,0.000365,0.248,0.248,-0.000625,0.000625,0.000365,0.000365,0.248,0.248,1,1,0,-0.006902512,0,0,-0.006902512,0
0.001,0.2495,0.000625,0.000625,-0.000365,0.000365,0.249,0.249,-0.000625,0.000625,0.000365,0.000365,0.249,0.249,1,1,0,-0.007015314,0,0,-0.007015314,0
0.001,0.2505,0.000625,0.000625,-0.000365,0.000365,0.25,0.25,-0.000625,0.000625,0.000365,0.000365,0.25,0.25,1,1,0,-0.007126385,0,0,-0.007126385,0
0.001,0.2515,0.000625,0.000625,-0.000365,0.000365,0.251,0.251,-0.000625,0.000625,0.000365,0.000365,0.251,0.251,1,1,0,-0.007235698,0,0,-0.007235698,0
0.001,0.2525,0.000625,0.000625,-0.000365,0.000365,0.252,0.252,-0.000625,0.000625,0.000365,0.000365,0.252,0.252,1,1,0,-0.007343225,0,0,-0.007343225,0
0.001,0.2535,0.000625,0.000625,-0.000365,0.000365,0.253,0.253,-0.000625,0.000625,0.000365,0.000365,0.253,0.253,1,1,0,-0.007448941,0,0,-0.007448941,0
0.001,0.2545,0.000625,0.000625,-0.000365,0.000365,0.254,0.254,-0.000625,0.000625,0.000365,0.000365,0.254,0.254,1,1,0,-0.007552818,0,0,-0.007552818,0
0.001,0.2555,0.000625,0.000625,-0.000365,0.000365,0.255,0.255,-0.000625,0.000625,0.000365,0.000365,0.255,0.255,1,1,0,-0.007654832,0,0,-0.007654832,0
0.001,0.2565,0.000625,0.000625,-0.000365,0.000365,0.256,0.256,-0.000625,0.000625,0.000365,0.000365,0.256,0.256,1,1,0,-0.007754957,0,0,-0.007754957,0
0.001,0.2575,0.000625,0.000625,-0.000365,0.000365,0.257,0.257,-0.000625,0.000625,0.000365,0.000365,0.257,0.257,1,1,0,-0.007853169,0,0,-0.007853169,0
0.001,0.2585,0.000625,0.000625,-0.000365,0.000365,0.258,0.258,-0.000625,0.000625,0.000365,0.000365,0.258,0.258,1,1,0,-0.007949444,0,0,-0.007949444,0
0.001,0.2595,0.000625,0.000625,-0.000365,0.000365,0.259,0.259,-0.000625,0.000625,0.000365,0.000365,0.259,0.259,1,1,0,-0.008043756,0,0,-0.008043756,0
0.001,0.2605,0.000625,0.000625,-0.000365,0.000365,0.26,0.26,-0.000625,0.000625,0.000365,0.000365,0.26,0.26,1,1,0,-0.008136084,0,0,-0.008136084,0
0.001,0.2615,0.000625,0.000625,-0.000365,0.000365,0.261,0.261,-0.000625,0.000625,0.000365,0.000365,0.261,0.261,1,1,0,-0.008226405,0,0,-0.008226405,0
0.001,0.2625,0.000625,0.000625,-0.000365,0.000365,0.262,0.262,-0.000625,0.000625,0.000365,0.000365,0.262,0.262,1,1,0,-0.008314696,0,0,-0.008314696,0
0.001,0.2635,0.000625,0.000625,-0.000365,0.000365,0.263,0.263,-0.000625,0.000625,0.000365,0.000365,0.263,0.263,1,1,0,-0.008400936,0,0,-0.008400936,0
0.001,0.2645,0.000625,0.000625,-0.000365,0.000365,0.264,0.264,-0.000625,0.000625,0.000365,0.000365,0.264,0.264,1,1,0,-0.008485102,0,0,-0.008485102,0
0.001,0.2655,0.000625,0.000625,-0.000365,0.000365,0.265,0.265,-0.000625,0.000625,0.000365,0.000365,0.265,0.265,1,1,0,-0.008567175,0,0,-0.008567175,0
0.001,0.2665,0.000625,0.000625,-0.000365,0.000365,0.266,0.266,-0.000625,0.000625,0.000365,0.000365,0.266,0.266,1,1,0,-0.008647134,0,0,-0.008647134,0
0.001,0.2675,0.000625,0.000625,-0.000365,0.000365,0.267,0.267,-0.000625,0.000625,0.000365,0.000365,0.267,0.267,1,1,0,-0.00872496,0,0,-0.00872496,0
0.001,0.2685,0.000625,0.000625,-0.000365,0.000365,0.268,0.268,-0.000625,0.000625,0.000365,0.000365,0.268,0.268,1,1,0,-0.008800633,0,0,-0.008800633,0
0.001,0.2695,0.000625,0.000625,-0.000365,0.000365,0.269,0.269,-0.000625,0.000625,0.000365,0.000365,0.269,0.269,1,1,0,-0.008874134,0,0,-0.008874134,0
0.001,0.2705,0.000625,0.000625,-0.000365,0.000365,0.27,0.27,-0.000625,0.000625,0.000365,0.000365,0.27,0.27,1,1,0,-0.008945446,0,0,-0.008945446,0
0.001,0.2715,0.000625,0.000625,-0.000365,0.000365,0.271,0.271,-0.000625,0.000625,0.000365,0.000365,0.271,0.271,1,1,0,-0.009014551,0,0,-0.009014551,0
0.001,0.2725,0.000625,0.000625,-0.000365,0.000365,0.272,0.272,-0.000625,0.000625,0.000365,0.000365,0.272,0.272,1,1,0,-0.009081432,0,0,-0.009081432,0
0.001,0.2735,0.000625,0.000625,-0.000365,0.000365,0.273,0.273,-0.000625,0.000625,0.000365,0.000365,0.273,0.273,1,1,0,-0.009146072,0,0,-0.009146072,0
0.001,0.2745,0.000625,0.000625,-0.000365,0.000365,0.274,0.274,-0.000625,0.000625,0.000365,0.000365,0.274,0.274,1,1,0,-0.009208455,0,0,-0.009208455,0
0.001,0.2755,0.000625,0.000625,-0.000365,0.000365,0.275,0.275,-0.000625,0.000625,0.000365,0.000365,0.275,0.275,1,1,0,-0.009268566,0,0,-0.009268566,0
0.001,0.2765,0.000625,0.000625,-0.000365,0.000365,0.276,0.276,-0.000625,0.000625,0.000365,0.000365,0.276,0.276,1,1,0,-0.00932639,0,0,-0.00932639,0
0.001,0.2775,0.000625,0.000625,-0.000365,0.000365,0.277,0.277,-0.000625,0.000625,0.000365,0.000365,0.277,0.277,1,1,0,-0.009381913,0,0,-0.009381913,0
0.001,0.2785,0.000625,0.000625,-0.000365,0.000365,0.278,0.278,-0.000625,0.000625,0.000365,0.000365,0.278,0.278,1,1,0,-0.009435122,0,0,-0.009435122,0
0.001,0.2795,0.000625,0.000625,-0.000365,0.000365,0.279,0.279,-0.000625,0.000625,0.000365,0.000365,0.279,0.279,1,1,0,-0.009486002,0,0,-0.009486002,0
0.001,0.2805,0.000625,0.000625,-0.000365,0.000365,0.28,0.28,-0.000625,0.000625,0.000365,0.000365,0.28,0.28,1,1,0,-0.009534542,0,0,-0.009534542,0
0.001,0.2815,0.000625,0.000625,-0.000365,0.000365,0.281,0.281,-0.000625,0.000625,0.000365,0.000365,0.281,0.281,1,1,0,-0.009580729,0,0,-0.009580729,0
0.001,0.2825,0.000625,0.000625,-0.000365,0.000365,0.282,0.282,-0.000625,0.000625,0.000365,0.000365,0.282,0.282,1,1,0,-0.009624552,0,0,-0.009624552,0
0.001,0.2835,0.000625,0.000625,-0.000365,0.000365,0.283,0.283,-0.000625,0.000625,0.000365,0.000365,0.283,0.283,1,1,0,-0.009666001,0,0,-0.009666001,0
0.001,0.2845,0.000625,0.000625,-0.000365,0.000365,0.284,0.284,-0.000625,0.000625,0.000365,0.000365,0.284,0.284,1,1,0,-0.009705065,0,0,-0.009705065,0
0.001,0.2855,0.000625,0.000625,-0.000365,0.000365,0.285,0.285,-0.000625,0.000625,0.000365,0.000365,0.285,0.285,1,1,0,-0.009741734,0,0,-0.009741734,0
0.001,0.2865,0.000625,0.000625,-0.000365,0.000365,0.286,0.286,-0.000625,0.000625,0.000365,0.000365,0.286,0.286,1,1,0,-0.009775999,0,0,-0.009775999,0
0.001,0.2875,0.000625,0.000625,-0.000365,0.000365,0.287,0.287,-0.000625,0.000625,0.000365,0.000365,0.287,0.287,1,1,0,-0.009807853,0,0,-0.009807853,0
0.001,0.2885,0.000625,0.000625,-0.000365,0.000365,0.288,0.288,-0.000625,0.000625,0.000365,0.000365,0.288,0.288,1,1,0,-0.009837286,0,0,-0.009837286,0
0.001,0.2895,0.000625,0.000625,-0.000365,0.000365,0.289,0.289,-0.000625,0.000625,0.000365,0.000365,0.289,0.289,1,1,0,-0.009864293,0,0,-0.009864293,0
0.001,0.2905,0.000625,0.000625,-0.000365,0.000365,0.29,0.29,-0.000625,0.000625,0.000365,0.000365,0.29,0.29,1,1,0,-0.009888865,0,0,-0.009888865,0
0.001,0.2915,0.000625,0.000625,-0.000365,0.000365,0.291,0.291,-0.000625,0.000625,0.000365,0.000365,0.291,0.291,1,1,0,-0.009910997,0,0,-0.009910997,0
0.001,0.2925,0.000625,0.000625,-0.000365,0.000365,0.292,0.292,-0.000625,0.000625,0.000365,0.000365,0.292,0.292,1,1,0,-0.009930685,0,0,-0.009930685,0
0.001,0.2935,0.000625,0.000625,-0.000365,0.000365,0.293,0.293,-0.000625,0.000625,0.000365,0.000365,0.293,0.293,1,1,0,-0.009947921,0,0,-0.009947921,0
0.001,0.2945,0.000625,0.000625,-0.000365,0.000365,0.294,0.294,-0.000625,0.000625,0.000365,0.000365,0.294,0.294,1,1,0,-0.009962704,0,0,-0.009962704,0
0.001,0.2955,0.000625,0.000625,-0.000365,0.000365,0.295,0.295,-0.000625,0.000625,0.000365,0.000365,0.295,0.295,1,1,0,-0.009975028,0,0,-0.009975028,0
0.001,0.2965,0.000625,0.000625,-0.000365,0.000365,0.296,0.296,-0.000625,0.000625,0.000365,0.000365,0.296,0.296,1,1,0,-0.009984891,0,0,-0.009984891,0
