ds [m],sAvePositions [m],x3Dsurf 1 [m],x3Dsurf 2 [m],y3Dsurf 1 [m],y3Dsurf 2 [m],z3Dsurf 1 [m],z3Dsurf 2 [m],x3Dsurf_2 1 [m],x3Dsurf_2 2 [m],y3Dsurf_2 1 [m],y3Dsurf_2 2 [m],z3Dsurf_2 1 [m],z3Dsurf_2 2 [m],nodeToHalfTurn [-],TransportCurrent [A],Bx [T],By [T],Bz [T],Bl [T],Bh [T],Bw [T]
0.001,0.0625,0.000625,0.000625,-0.000365,0.000365,0.062,0.062,-0.000625,0.000625,0.000365,0.000365,0.062,0.062,1,1,0,0.008314696,0,0,0.008314696,0
0.001,0.0635,0.000625,0.000625,-0.000365,0.000365,0.063,0.063,-0.000625,0.000625,0.000365,0.000365,0.063,0.063,1,1,0,0.008400936,0,0,0.008400936,0
0.001,0.0645,0.000625,0.000625,-0.000365,0.000365,0.064,0.064,-0.000625,0.000625,0.000365,0.000365,0.064,0.064,1,1,0,0.008485102,0,0,0.008485102,0
0.001,0.0655,0.000625,0.000625,-0.000365,0.000365,0.065,0.065,-0.000625,0.000625,0.000365,0.000365,0.065,0.065,1,1,0,0.008567175,0,0,0.008567175,0
0.001,0.0665,0.000625,0.000625,-0.000365,0.000365,0.066,0.066,-0.000625,0.000625,0.000365,0.000365,0.066,0.066,1,1,0,0.008647134,0,0,0.008647134,0
0.001,0.0675,0.000625,0.000625,-0.000365,0.000365,0.067,0.067,-0.000625,0.000625,0.000365,0.000365,0.067,0.067,1,1,0,0.00872496,0,0,0.00872496,0
0.001,0.0685,0.000625,0.000625,-0.000365,0.000365,0.068,0.068,-0.000625,0.000625,0.000365,0.000365,0.068,0.068,1,1,0,0.008800633,0,0,0.008800633,0
0.001,0.0695,0.000625,0.000625,-0.000365,0.000365,0.069,0.069,-0.000625,0.000625,0.000365,0.000365,0.069,0.069,1,1,0,0.008874134,0,0,0.008874134,0
0.001,0.0705,0.000625,0.000625,-0.000365,0.000365,0.07,0.07,-0.000625,0.000625,0.000365,0.000365,0.07,0.07,1,1,0,0.008945446,0,0,0.008945446,0
0.001,0.0715,0.000625,0.000625,-0.000365,0.000365,0.071,0.071,-0.000625,0.000625,0.000365,0.000365,0.071,0.071,1,1,0,0.009014551,0,0,0.009014551,0
0.001,0.0725,0.000625,0.000625,-0.000365,0.000365,0.072,0.072,-0.000625,0.000625,0.000365,0.000365,0.072,0.072,1,1,0,0.009081432,0,0,0.009081432,0
0.001,0.0735,0.000625,0.000625,-0.000365,0.000365,0.073,0.073,-0.000625,0.000625,0.000365,0.000365,0.073,0.073,1,1,0,0.009146072,0,0,0.009146072,0
0.001,0.0745,0.000625,0.000625,-0.000365,0.000365,0.074,0.074,-0.000625,0.000625,0.000365,0.000365,0.074,0.074,1,1,0,0.009208455,0,0,0.009208455,0
0.001,0.0755,0.000625,0.000625,-0.000365,0.000365,0.075,0.075,-0.000625,0.000625,0.000365,0.000365,0.075,0.075,1,1,0,0.009268566,0,0,0.009268566,0
0.001,0.0765,0.000625,0.000625,-0.000365,0.000365,0.076,0.076,-0.000625,0.000625,0.000365,0.000365,0.076,0.076,1,1,0,0.00932639,0,0,0.00932639,0
0.001,0.0775,0.000625,0.000625,-0.000365,0.000365,0.077,0.077,-0.000625,0.000625,0.000365,0.000365,0.077,0.077,1,1,0,0.009381913,0,0,0.009381913,0
0.001,0.0785,0.000625,0.000625,-0.000365,0.000365,0.078,0.078,-0.000625,0.000625,0.000365,0.000365,0.078,0.078,1,1,0,0.009435122,0,0,0.009435122,0
0.001,0.0795,0.000625,0.000625,-0.000365,0.000365,0.079,0.079,-0.000625,0.000625,0.000365,0.000365,0.079,0.079,1,1,0,0.009486002,0,0,0.009486002,0
0.001,0.0805,0.000625,0.000625,-0.000365,0.000365,0.08,0.08,-0.000625,0.000625,0.000365,0.000365,0.08,0.08,1,1,0,0.009534542,0,0,0.009534542,0
0.001,0.0815,0.000625,0.000625,-0.000365,0.000365,0.081,0.081,-0.000625,0.000625,0.000365,0.000365,0.081,0.081,1,1,0,0.009580729,0,0,0.009580729,0
0.001,0.0825,0.000625,0.000625,-0.000365,0.000365,0.082,0.082,-0.000625,0.000625,0.000365,0.000365,0.082,0.082,1,1,0,0.009624552,0,0,0.009624552,0
0.001,0.0835,0.000625,0.000625,-0.000365,0.000365,0.083,0.083,-0.000625,0.000625,0.000365,0.000365,0.083,0.083,1,1,0,0.009666001,0,0,0.009666001,0
0.001,0.0845,0.000625,0.000625,-0.000365,0.000365,0.084,0.084,-0.000625,0.000625,0.000365,0.000365,0.084,0.084,1,1,0,0.009705065,0,0,0.009705065,0
0.001,0.0855,0.000625,0.000625,-0.000365,0.000365,0.085,0.085,-0.000625,0.000625,0.000365,0.000365,0.085,0.085,1,1,0,0.009741734,0,0,0.009741734,0
0.001,0.0865,0.000625,0.000625,-0.000365,0.000365,0.086,0.086,-0.000625,0.000625,0.000365,0.000365,0.086,0.086,1,1,0,0.009775999,0,0,0.009775999,0
0.001,0.0875,0.000625,0.000625,-0.000365,0.000365,0.087,0.087,-0.000625,0.000625,0.000365,0.000365,0.087,0.087,1,1,0,0.009807853,0,0,0.009807853,0
0.001,0.0885,0.000625,0.000625,-0.000365,0.000365,0.088,0.088,-0.000625,0.000625,0.000365,0.000365,0.088,0.088,1,1,0,0.009837286,0,0,0.009837286,0
0.001,0.0895,0.000625,0.000625,-0.000365,0.000365,0.089,0.089,-0.000625,0.000625,0.000365,0.000365,0.089,0.089,1,1,0,0.009864293,0,0,0.009864293,0
0.001,0.0905,0.000625,0.000625,-0.000365,0.000365,0.09,0.09,-0.000625,0.000625,0.000365,0.000365,0.09,0.09,1,1,0,0.009888865,0,0,0.009888865,0
0.001,0.0915,0.000625,0.000625,-0.000365,0.000365,0.091,0.091,-0.000625,0.000625,0.000365,0.000365,0.091,0.091,1,1,0,0.009910997,0,0,0.009910997,0
0.001,0.0925,0.000625,0.000625,-0.000365,0.000365,0.092,0.092,-0.000625,0.000625,0.000365,0.000365,0.092,0.092,1,1,0,0.009930685,0,0,0.009930685,0
0.001,0.0935,0.000625,0.000625,-0.000365,0.000365,0.093,0.093,-0.000625,0.000625,0.000365,0.000365,0.093,0.093,1,1,0,0.009947921,0,0,0.009947921,0
0.001,0.0945,0.000625,0.000625,-0.000365,0.000365,0.094,0.094,-0.000625,0.000625,0.000365,0.000365,0.094,0.094,1,1,0,0.009962704,0,0,0.009962704,0
0.001,0.0955,0.000625,0.000625,-0.000365,0.000365,0.095,0.095,-0.000625,0.000625,0.000365,0.000365,0.095,0.095,1,1,0,0.009975028,0,0,0.009975028,0
0.001,0.0965,0.000625,0.000625,-0.000365,0.000365,0.096,0.096,-0.000625,0.000625,0.000365,0.000365,0.096,0.096,1,1,0,0.009984891,0,0,0.009984891,0
0.001,0.0975,0.000625,0.000625,-0.000365,0.000365,0.097,0.097,-0.000625,0.000625,0.000365,0.000365,0.097,0.097,1,1,0,0.00999229,0,0,0.00999229,0
0.001,0.0985,0.000625,0.000625,-0.000365,0.000365,0.098,0.098,-0.000625,0.000625,0.000365,0.000365,0.098,0.098,1,1,0,0.009997224,0,0,0.009997224,0
0.001,0.0995,0.000625,0.000625,-0.000365,0.000365,0.099,0.099,-0.000625,0.000625,0.000365,0.000365,0.099,0.099,1,1,0,0.009999692,0,0,0.009999692,0
0.001,0.1005,0.000625,0.000625,-0.000365,0.000365,0.1,0.1,-0.000625,0.000625,0.000365,0.000365,0.1,0.1,1,1,0,0.009999692,0,0,0.009999692,0
0.001,0.1015,0.000625,0.000625,-0.000365,0.000365,0.101,0.101,-0.000625,0.000625,0.000365,0.000365,0.101,0.101,1,1,0,0.009997224,0,0,0.009997224,0
0.001,0.1025,0.000625,0.000625,-0.000365,0.000365,0.102,0.102,-0.000625,0.000625,0.000365,0.000365,0.102,0.102,1,1,0,0.00999229,0,0,0.00999229,0
0.001,0.1035,0.000625,0.000625,-0.000365,0.000365,0.103,0.103,-0.000625,0.000625,0.000365,0.000365,0.103,0.103,1,1,0,0.009984891,0,0,0.009984891,0
0.001,0.1045,0.000625,0.000625,-0.000365,0.000365,0.104,0.104,-0.000625,0.000625,0.000365,0.000365,0.104,0.104,1,1,0,0.009975028,0,0,0.009975028,0
0.001,0.1055,0.000625,0.000625,-0.000365,0.000365,0.105,0.105,-0.000625,0.000625,0.000365,0.000365,0.105,0.105,1,1,0,0.009962704,0,0,0.009962704,0
0.001,0.1065,0.000625,0.000625,-0.000365,0.000365,0.106,0.106,-0.000625,0.000625,0.000365,0.000365,0.106,0.106,1,1,0,0.009947921,0,0,0.009947921,0
0.001,0.1075,0.000625,0.000625,-0.000365,0.000365,0.107,0.107,-0.000625,0.000625,0.000365,0.000365,0.107,0.107,1,1,0,0.009930685,0,0,0.009930685,0
0.001,0.1085,0.000625,0.000625,-0.000365,0.000365,0.108,0.108,-0.000625,0.000625,0.000365,0.000365,0.108,0.108,1,1,0,0.009910997,0,0,0.009910997,0
0.001,0.1095,0.000625,0.000625,-0.000365,0.000365,0.109,0.109,-0.000625,0.000625,0.000365,0.000365,0.109,0.109,1,1,0,0.009888865,0,0,0.009888865,0
0.001,0.1105,0.000625,0.000625,-0.000365,0.000365,0.11,0.11,-0.000625,0.000625,0.000365,0.000365,0.11,0.11,1,1,0,0.009864293,0,0,0.009864293,0
0.001,0.1115,0.000625,0.000625,-0.000365,0.000365,0.111,0.111,-0.000625,0.000625,0.000365,0.000365,0.111,0.111,1,1,0,0.009837286,0,0,0.009837286,0
0.001,0.1125,0.000625,0.000625,-0.000365,0.000365,0.112,0.112,-0.000625,0.000625,0.000365,0.000365,0.112,0.112,1,1,0,0.009807853,0,0,0.009807853,0
0.001,0.1135,0.000625,0.000625,-0.000365,0.000365,0.113,0.113,-0.000625,0.000625,0.000365,0.000365,0.113,0.113,1,1,0,0.009775999,0,0,0.009775999,0
0.001,0.1145,0.000625,0.000625,-0.000365,0.000365,0.114,0.114,-0.000625,0.000625,0.000365,0.000365,0.114,0.114,1,1,0,0.009741734,0,0,0.009741734,0
0.001,0.1155,0.000625,0.000625,-0.000365,0.000365,0.115,0.115,-0.000625,0.000625,0.000365,0.000365,0.115,0.115,1,1,0,0.009705065,0,0,0.009705065,0
0.001,0.1165,0.000625,0.000625,-0.000365,0.000365,0.116,0.116,-0.000625,0.000625,0.000365,0.000365,0.116,0.116,1,1,0,0.009666001,0,0,0.009666001,0
0.001,0.1175,0.000625,0.000625,-0.000365,0.000365,0.117,0.117,-0.000625,0.000625,0.000365,0.000365,0.117,0.117,1,1,0,0.009624552,0,0,0.009624552,0
0.001,0.1185,0.000625,0.000625,-0.000365,0.000365,0.118,0.118,-0.000625,0.000625,0.000365,0.000365,0.118,0.118,1,1,0,0.009580729,0,0,0.009580729,0
0.001,0.1195,0.000625,0.000625,-0.000365,0.000365,0.119,0.119,-0.000625,0.000625,0.000365,0.000365,0.119,0.119,1,1,0,0.009534542,0,0,0.009534542,0
0.001,0.1205,0.000625,0.000625,-0.000365,0.000365,0.12,0.12,-0.000625,0.000625,0.000365,0.000365,0.12,0.12,1,1,0,0.009486002,0,0,0.009486002,0
0.001,0.1215,0.000625,0.000625,-0.000365,0.000365,0.121,0.121,-0.000625,0.000625,0.000365,0.000365,0.121,0.121,1,1,0,0.009435122,0,0,0.009435122,0
0.001,0.1225,0.000625,0.000625,-0.000365,0.000365,0.122,0.122,-0.000625,0.000625,0.000365,0.000365,0.122,0.122,1,1,0,0.009381913,0,0,0.009381913,0
0.001,0.1235,0.000625,0.000625,-0.000365,0.000365,0.123,0.123,-0.000625,0.000625,0.000365,0.000365,0.123,0.123,1,1,0,0.00932639,0,0,0.00932639,0
0.001,0.1245,0.000625,0.000625,-0.000365,0.000365,0.124,0.124,-0.000625,0.000625,0.000365,0.000365,0.124,0.124,1,1,0,0.009268566,0,0,0.009268566,0
0.001,0.1255,0.000625,0.000625,-0.000365,0.000365,0.125,0.125,-0.000625,0.000625,0.000365,0.000365,0.125,0.125,1,1,0,0.009208455,0,0,0.009208455,0
0.001,0.1265,0.000625,0.000625,-0.000365,0.000365,0.126,0.126,-0.000625,0.000625,0.000365,0.000365,0.126,0.126,1,1,0,0.009146072,0,0,0.009146072,0
0.001,0.1275,0.000625,0.000625,-0.000365,0.000365,0.127,0.127,-0.000625,0.000625,0.000365,0.000365,0.127,0.127,1,1,0,0.009081432,0,0,0.009081432,0
0.001,0.1285,0.000625,0.000625,-0.000365,0.000365,0.128,0.128,-0.000625,0.000625,0.000365,0.000365,0.128,0.128,1,1,0,0.009014551,0,0,0.009014551,0
0.001,0.1295,0.000625,0.000625,-0.000365,0.000365,0.129,0.129,-0.000625,0.000625,0.000365,0.000365,0.129,0.129,1,1,0,0.008945446,0,0,0.008945446,0
0.001,0.1305,0.000625,0.000625,-0.000365,0.000365,0.13,0.13,-0.000625,0.000625,0.000365,0.000365,0.13,0.13,1,1,0,0.008874134,0,0,0.008874134,0
0.001,0.1315,0.000625,0.000625,-0.000365,0.000365,0.131,0.131,-0.000625,0.000625,0.000365,0.000365,0.131,0.131,1,1,0,0.008800633,0,0,0.008800633,0
0.001,0.1325,0.000625,0.000625,-0.000365,0.000365,0.132,0.132,-0.000625,0.000625,0.000365,0.000365,0.132,0.132,1,1,0,0.00872496,0,0,0.00872496,0
0.001,0.1335,0.000625,0.000625,-0.000365,0.000365,0.133,0.133,-0.000625,0.000625,0.000365,0.000365,0.133,0.133,1,1,0,0.008647134,0,0,0.008647134,0
0.001,0.1345,0.000625,0.000625,-0.000365,0.000365,0.134,0.134,-0.000625,0.000625,0.000365,0.000365,0.134,0.134,1,1,0,0.008567175,0,0,0.008567175,0
0.001,0.1355,0.000625,0.000625,-0.000365,0.000365,0.135,0.135,-0.000625,0.000625,0.000365,0.000365,0.135,0.135,1,1,0,0.008485102,0,0,0.008485102,0
0.001,0.1365,0.000625,0.000625,-0.000365,0.000365,0.136,0.136,-0.000625,0.000625,0.000365,0.000365,0.136,0.136,1,1,0,0.008400936,0,0,0.008400936,0
0.001,0.1375,0.000625,0.000625,-0.000365,0.000365,0.137,0.137,-0.000625,0.000625,0.000365,0.000365,0.137,0.137,1,1,0,0.008314696,0,0,0.008314696,0
0.001,0.1385,0.000625,0.000625,-0.000365,0.000365,0.138,0.138,-0.000625,0.000625,0.000365,0.000365,0.138,0.138,1,1,0,0.008226405,0,0,0.008226405,0
0.001,0.1395,0.000625,0.000625,-0.000365,0.000365,0.139,0.139,-0.000625,0.000625,0.000365,0.000365,0.139,0.139,1,1,0,0.008136084,0,0,0.008136084,0
0.001,0.1405,0.000625,0.000625,-0.000365,0.000365,0.14,0.14,-0.000625,0.000625,0.000365,0.000365,0.14,0.14,1,1,0,0.008043756,0,0,0.008043756,0
0.001,0.1415,0.000625,0.000625,-0.000365,0.000365,0.141,0.141,-0.000625,0.000625,0.000365,0.000365,0.141,0.141,1,1,0,0.007949444,0,0,0.007949444,0
0.001,0.1425,0.000625,0.000625,-0.000365,0.000365,0.142,0.142,-0.000625,0.000625,0.000365,0.000365,0.142,0.142,1,1,0,0.007853169,0,0,0.007853169,0
0.001,0.1435,0.000625,0.000625,-0.000365,0.000365,0.143,0.143,-0.000625,0.000625,0.000365,0.000365,0.143,0.143,1,1,0,0.007754957,0,0,0.007754957,0
0.001,0.1445,0.000625,0.000625,-0.000365,0.000365,0.144,0.144,-0.000625,0.000625,0.000365,0.000365,0.144,0.144,1,1,0,0.007654832,0,0,0.007654832,0
0.001,0.1455,0.000625,0.000625,-0.000365,0.000365,0.145,0.145,-0.000625,0.000625,0.000365,0.000365,0.145,0.145,1,1,0,0.007552818,0,0,0.007552818,0
0.001,0.1465,0.000625,0.000625,-0.000365,0.000365,0.146,0.146,-0.000625,0.000625,0.000365,0.000365,0.146,0.146,1,1,0,0.007448941,0,0,0.007448941,0
0.001,0.1475,0.000625,0.000625,-0.000365,0.000365,0.147,0.147,-0.000625,0.000625,0.000365,0.000365,0.147,0.147,1,1,0,0.007343225,0,0,0.007343225,0
